DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
MONDO:0011075	PRPF3		C1832378	Retinitis pigmentosa 18	MONDO	601414.0	Feb 16 2016
MONDO:0011076	DES		C1832370	Myofibrillar myopathy 1	MONDO	601419.0	Feb 16 2016
MONDO:0011085	NDRG1		C1832334	Charcot-Marie-Tooth disease type 4D	MONDO	601455.0	Apr 19 2022
MONDO:0011086	RAG1		C1832322	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	MONDO	601457.0	Apr 22 2020
MONDO:0011088	CHRNA1		C2931107	Congenital myasthenic syndrome 1A	MONDO	601462.0	Oct 12 2020
MONDO:0011091	GARS1		C1832274	Charcot-Marie-Tooth disease type 2D	MONDO	601472.0	Oct 24 2020
MONDO:0011094	LDB3		C1832244	Dilated cardiomyopathy 1C	MONDO	601493.0	Feb 16 2016
MONDO:0011095	TNNT2		C1832243	Dilated cardiomyopathy 1D	MONDO	601494.0	Apr 19 2022
MONDO:0011098	RNASEL		C4722327	Prostate cancer, hereditary, 1	MONDO	601518.0	Feb 16 2016
MONDO:0011099	HOXA1		C1832215	Human HOXA1 syndromes	MONDO	601536.0	May 27 2020
MONDO:0011101	PEX1		C0282527	Peroxisome biogenesis disorder 1B	MONDO	601539.0	Feb 16 2016
MONDO:0011102	TECTA		C1832187	Autosomal dominant nonsyndromic hearing loss 12	MONDO	601543.0	Apr 19 2022
MONDO:0011103	GJB2		C2675750	Autosomal dominant nonsyndromic hearing loss 3A	MONDO	601544.0	Apr 19 2022
MONDO:0011104	CRYBB2		C1832175	Cataract 3 multiple types	MONDO	601547.0	Apr 19 2022
MONDO:0011106	ASPH		C1832167	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	MONDO	601552.0	Apr 19 2022
MONDO:0011107	CDH3		C1832162	Congenital hypotrichosis with juvenile macular dystrophy	MONDO	601553.0	Apr 22 2020
MONDO:0011108		IL6ST	C0796176	Stüve-Wiedemann syndrome	MONDO		17 Apr 2020
MONDO:0011112	POU6F2		C1832099	Wilms tumor 5	MONDO	601583.0	Apr 17 2020
MONDO:0011113	SH3TC2		C1866636	Charcot-Marie-Tooth disease type 4C	MONDO	601596.0	Apr 19 2022
MONDO:0011120	MTHFD1		C1866558	Neural tube defects, folate-sensitive	MONDO	601634.0	Feb 16 2016
MONDO:0011121	SDHAF2		C1866552	Paragangliomas 2	MONDO	601650.0	Feb 16 2016
MONDO:0011125	ERCC2		C1866504	Trichothiodystrophy 1, photosensitive	MONDO	601675.0	Jan  7 2022
MONDO:0011127	SLC12A1		C1866495	Bartter disease type 1	MONDO	601678.0	Apr 19 2022
MONDO:0011132	FOXN1		C1866426	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	MONDO	601705.0	Apr 22 2020
MONDO:0011134	SMO		C0795915	Curry-Jones syndrome	MONDO	601707.0	Apr 22 2020
MONDO:0011136	PLAU		C1866423	Quebec platelet disorder	MONDO	601709.0	Feb 16 2016
MONDO:0011137	ABCA4		C1866422	Retinitis pigmentosa 19	MONDO	601718.0	Feb 16 2016
MONDO:0011138	TLR5		C1866373	Systemic lupus erythematosus, susceptibility to, 1	MONDO	601744.0	Apr 19 2022
MONDO:0011141	SLC19A1		C2749656	Megaloblastic anemia, folate-responsive	MONDO	601775.0	Apr 19 2022
MONDO:0011143	GUCY2D		C1866293	Cone-rod dystrophy 6	MONDO	601777.0	Feb 16 2016
MONDO:0011144	CLN6		C1866282	Ceroid lipofuscinosis, neuronal, 6A	MONDO	601780.0	Jan  3 2022
MONDO:0011150	PDGFRB		C1866182	Acroosteolysis-keloid-like lesions-premature aging syndrome	MONDO	601812.0	Apr 19 2022
MONDO:0011151	LRP5		C1866176	Exudative vitreoretinopathy 4	MONDO	601813.0	Feb 16 2016
MONDO:0011152	PHGDH		C1866174	PHGDH deficiency	MONDO	601815.0	Apr 19 2022
MONDO:0011153	KCNJ11		C2931833	Hyperinsulinemic hypoglycemia, familial, 2	MONDO	601820.0	May 18 2021
MONDO:0011156	ABCB11		C3489789	Progressive familial intrahepatic cholestasis type 2	MONDO	601847.0	Apr 19 2022
MONDO:0011158	FAS		C1328840	Autoimmune lymphoproliferative syndrome type 1	MONDO	601859.0	Nov 12 2021
MONDO:0011159	COL11A2		C1866095	Autosomal dominant nonsyndromic hearing loss 13	MONDO	601868.0	Apr 19 2022
MONDO:0011160	GIPC3		C1866094	Autosomal recessive nonsyndromic hearing loss 15	MONDO	601869.0	Apr 19 2022
MONDO:0011162	GJA3		C1866078	Cataract 14 multiple types	MONDO	601885.0	Apr 19 2022
MONDO:0011163	CACNA1S		C1866077	Malignant hyperthermia, susceptibility to, 5	MONDO	601887.0	Apr 22 2020
MONDO:0011165	FN1		C1866075	Glomerulopathy with fibronectin deposits 2	MONDO	601894.0	Feb 16 2016
MONDO:0011168	IL2RA		C1866040	Type 1 diabetes mellitus 10	MONDO	601942.0	Apr 19 2022
MONDO:0011169	POMP		C1866029	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	MONDO	601952.0	Apr 19 2022
MONDO:0011170	TCAP		C1866008	Autosomal recessive limb-girdle muscular dystrophy type 2G	MONDO	601954.0	Apr 17 2020
MONDO:0011173	MPL		C3275998	Thrombocythemia 2	MONDO	601977.0	Apr 19 2022
MONDO:0011176	TRPM6		C1865974	Intestinal hypomagnesemia 1	MONDO	602014.0	Apr 19 2022
MONDO:0011177	KRT85		CN029917	Ectodermal dysplasia 4, hair/nail type	MONDO	602032.0	Feb 17 2021
MONDO:0011178	PRRT2		C1865926	Infantile convulsions and choreoathetosis	MONDO	602066.0	Apr 17 2020
MONDO:0011181	PHOX2A		C1865915	Fibrosis of extraocular muscles, congenital, 2	MONDO	602078.0	Feb 16 2016
MONDO:0011182	FMO3		C0342739	Trimethylaminuria	MONDO	602079.0	Feb 16 2016
MONDO:0011183	TNFRSF11A		C4085251	Paget disease of bone 2, early-onset	MONDO	602080.0	May 17 2016
MONDO:0011184	FOXP2		C0750927	Childhood apraxia of speech	MONDO	602081.0	Apr 19 2022
MONDO:0011185	TGFBI		C1562894	Thiel-Behnke corneal dystrophy	MONDO	602082.0	Feb 16 2016
MONDO:0011186	PCDH15		C1865885	Usher syndrome type 1F	MONDO	602083.0	Apr 22 2020
MONDO:0011191	ANTXR1		C1865871	Capillary infantile hemangioma	MONDO	602089.0	Apr 19 2022
MONDO:0011192	USH1C		C1865870	Autosomal recessive nonsyndromic hearing loss 18A	MONDO	602092.0	Apr 19 2022
MONDO:0011193	GUCA1A		C1865869	Cone dystrophy 3	MONDO	602093.0	Feb 16 2016
MONDO:0011196	SPG11		C1865864	Amyotrophic lateral sclerosis type 5	MONDO	602099.0	Feb 16 2016
MONDO:0011198	MMP13		C1865832	Spondyloepimetaphyseal dysplasia, Missouri type	MONDO	602111.0	Feb 16 2016
MONDO:0011202	TMEM67		C1865794	RHYNS syndrome	MONDO	602152.0	Feb 16 2016
MONDO:0011211	CFAP410		C1865695	Axial spondylometaphyseal dysplasia	MONDO	602271.0	Apr 22 2020
MONDO:0011213	TBL1XR1		C1865644	Pierpont syndrome	MONDO	602342.0	Aug 24 2016
MONDO:0011214	ABCB4		C1865643	Progressive familial intrahepatic cholestasis type 3	MONDO	602347.0	Apr 19 2022
MONDO:0011215	FAM111A		C1865639	Osteocraniostenosis	MONDO	602361.0	Apr 17 2020
MONDO:0011216	HJV		C1865614	Hemochromatosis type 2A	MONDO	602390.0	Feb 16 2016
MONDO:0011217	DHCR24		C1865596	Desmosterolosis	MONDO	602398.0	Feb 16 2016
MONDO:0011218	ST14		C1835851	Autosomal recessive congenital ichthyosis 11	MONDO	602400.0	Apr 19 2022
MONDO:0011223	SETX		C1865409	Amyotrophic lateral sclerosis type 4	MONDO	602433.0	Feb 16 2016
MONDO:0011225	DCLRE1C		C1865370	Severe combined immunodeficiency due to DCLRE1C deficiency	MONDO	602450.0	Apr 17 2020
MONDO:0011226	POU4F3		C1865366	Autosomal dominant nonsyndromic hearing loss 15	MONDO	602459.0	Apr 19 2022
MONDO:0011227	GSC		C1865361	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	MONDO	602471.0	Apr 19 2022
MONDO:0011229	ETHE1		C1865349	Ethylmalonic encephalopathy	MONDO	602473.0	Feb 16 2016
MONDO:0011231	HCN2		C1865342	Febrile seizures, familial, 2	MONDO	602477.0	Feb 16 2016
MONDO:0011232	ATP1A2		C1865322	Migraine, familial hemiplegic, 2	MONDO	602481.0	Apr 19 2022
MONDO:0011233	FOXC1		C2678503	Axenfeld-Rieger syndrome type 3	MONDO	602482.0	Feb 16 2016
MONDO:0011234	GNAI3		C4551996	Auriculocondylar syndrome 1	MONDO	602483.0	Feb 16 2016
MONDO:0011236	GCK		C1865290	Hyperinsulinism due to glucokinase deficiency	MONDO	602485.0	Apr 17 2020
MONDO:0011237	USF1		C1865289	Hyperlipidemia, combined, 1	MONDO	602491.0	Feb 16 2016
MONDO:0011240	PIK3CA		C1865285	Megalencephaly-capillary malformation-polymicrogyria syndrome	MONDO	602501.0	Apr 22 2020
MONDO:0011242	BSND		C1865270	Bartter disease type 4a	MONDO	602522.0	Apr 17 2020
MONDO:0011243	YY1AP1		C1865267	Grange syndrome	MONDO	602531.0	Jun 20 2017
MONDO:0011244	NFIX		C0265211	Marshall-Smith syndrome	MONDO	602535.0	Feb 16 2016
MONDO:0011245	GJB2		C1865234	Ichthyosis, hystrix-like, with hearing loss	MONDO	602540.0	Apr 19 2022
MONDO:0011246	CHKB		C1865233	Megaconial type congenital muscular dystrophy	MONDO	602541.0	Apr 22 2020
MONDO:0011252	DDRGK1		C1865185	Spondyloepimetaphyseal dysplasia, Shohat type	MONDO	602557.0	Apr 22 2020
MONDO:0011257	MPI		C1865145	MPI-CDG	MONDO	602579.0	Apr 17 2020
MONDO:0011258	EYA1		C1865143	Branchiootic syndrome 1	MONDO	602588.0	Feb 22 2021
MONDO:0011264	THAP1		C1414216	Torsion dystonia 6	MONDO	602629.0	Apr 22 2020
MONDO:0011266	CNBP		C2931689	Myotonic dystrophy type 2	MONDO	602668.0	Feb 16 2016
MONDO:0011268	ATP6V0A4		C5399980	Renal tubular acidosis, distal, 3, with or without sensorineural hearing loss	MONDO	602722.0	Dec 29 2021
MONDO:0011269	CARD14		C1864497	Psoriasis 2	MONDO	602723.0	Apr 19 2022
MONDO:0011272	EYS		C1864446	Retinitis pigmentosa 25	MONDO	602772.0	Feb 16 2016
MONDO:0011273	SLC29A3		C1864445	H syndrome	MONDO	602782.0	Apr 19 2022
MONDO:0011274	FGFR3		C1864436	Muenke syndrome	MONDO	602849.0	Feb 16 2016
MONDO:0011275	NPR2		C1864356	Acromesomelic dysplasia 1, Maroteaux type	MONDO	602875.0	Apr 19 2022
MONDO:0011280	NRG1		C1864275	Schizophrenia 6	MONDO	603013.0	Feb 16 2016
MONDO:0011281	COLQ		C1864233	Congenital myasthenic syndrome 5	MONDO	603034.0	Apr 19 2022
MONDO:0011283	POLG		C4551995	Mitochondrial DNA depletion syndrome 1	MONDO	603041.0	Apr 19 2022
MONDO:0011285	APOE		C1864205	Age related macular degeneration 1	MONDO	603075.0	Apr 19 2022
MONDO:0011291	ALG6		C2930997	Congenital disorder of glycosylation type 1C	MONDO	603147.0	Jun 26 2020
MONDO:0011296	TMEM216		C1864148	Meckel syndrome, type 2	MONDO	603194.0	Apr 22 2020
MONDO:0011299	PRNP		C1864112	Huntington disease-like 1	MONDO	603218.0	Feb 16 2016
MONDO:0011301	GNAS		C1864100	Pseudohypoparathyroidism type 1B	MONDO	603233.0	Feb 16 2016
MONDO:0011303	ACTN4		C4551527	Focal segmental glomerulosclerosis 1	MONDO	603278.0	Feb 16 2016
MONDO:0011304	CCM2		C1864041	Cerebral cavernous malformation 2	MONDO	603284.0	Apr 19 2022
MONDO:0011305	PDCD10		C1864040	Cerebral cavernous malformation 3	MONDO	603285.0	Apr 19 2022
MONDO:0011308	BCS1L		C1864002	GRACILE syndrome	MONDO	603358.0	Nov  7 2020
MONDO:0011309	TSHR		C1863959	Familial gestational hyperthyroidism	MONDO	603373.0	Apr 19 2022
MONDO:0011311	ASB10		C1863926	Glaucoma 1, open angle, F	MONDO	603383.0	Feb 16 2016
MONDO:0011313	PIK3R2		C4012727	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	MONDO	603387.0	Aug 24 2016
MONDO:0011325	FANCF		C3469526	Fanconi anemia complementation group F	MONDO	603467.0	Apr 19 2022
MONDO:0011326	SLC25A13		CN295299	Citrullinemia, type II, adult-onset	MONDO	603471.0	Apr 19 2022
MONDO:0011327	NOTCH2NLC		C1863843	Neuronal intranuclear inclusion disease	MONDO	603472.0	May  7 2020
MONDO:0011330	ATXN10		C1963674	Spinocerebellar ataxia type 10	MONDO	603516.0	Apr 22 2020
MONDO:0011334	TP63		C1863753	Limb-mammary syndrome	MONDO	603543.0	May  3 2020
MONDO:0011335	KIF22		C1863732	Spondyloepimetaphyseal dysplasia with multiple dislocations	MONDO	603546.0	Apr 19 2022
MONDO:0011336	STX11		C1863728	Familial hemophagocytic lymphohistiocytosis 4	MONDO	603552.0	Apr 22 2020
MONDO:0011337	PRF1		C1863727	Familial hemophagocytic lymphohistiocytosis 2	MONDO	603553.0	Apr 22 2020
MONDO:0011339	WASHC5		C1863704	Hereditary spastic paraplegia 8	MONDO	603563.0	Apr 22 2020
MONDO:0011342	SLC35A1		C1970344	SLC35A1-CDG	MONDO	603585.0	Apr 19 2022
MONDO:0011346	MOCOS		C1863688	Xanthinuria type II	MONDO	603592.0	Apr 22 2020
MONDO:0011350	MYH9		C1863659	Autosomal dominant nonsyndromic hearing loss 17	MONDO	603622.0	Jan  1 2022
MONDO:0011351	TECTA		C1863655	Autosomal recessive nonsyndromic hearing loss 21	MONDO	603629.0	Apr 19 2022
MONDO:0011355	RIMS1		C1863634	Cone-rod dystrophy 7	MONDO	603649.0	Feb 16 2016
MONDO:0011359	ZSWIM6		C1863616	Acromelic frontonasal dysostosis	MONDO	603671.0	Feb 16 2016
MONDO:0011361	EPHB2		C1863600	Prostate cancer/brain cancer susceptibility	MONDO	603688.0	Feb 16 2016
MONDO:0011362	TTN		C1863599	Myopathy, myofibrillar, 9, with early respiratory failure	MONDO	603689.0	Jan  7 2020
MONDO:0011364	STRC		C1863561	Autosomal recessive nonsyndromic hearing loss 16	MONDO	603720.0	Apr 19 2022
MONDO:0011365	KAT6B		C1863557	Blepharophimosis - intellectual disability syndrome, SBBYS type	MONDO	603736.0	Apr 17 2020
MONDO:0011369	PCSK9		C1863551	Hypercholesterolemia, autosomal dominant, 3	MONDO	603776.0	Apr 19 2022
MONDO:0011370	PROM1		C1863534	Stargardt disease 4	MONDO	603786.0	Feb 16 2016
MONDO:0011374	LDLRAP1		C1863512	Hypercholesterolemia, familial, 4	MONDO	603813.0	Apr 19 2022
MONDO:0011376	SCN5A		C2751898	Ventricular fibrillation, paroxysmal familial, type 1	MONDO	603829.0	Apr 19 2022
MONDO:0011377	SCN5A		C1859062	Long QT syndrome 3	MONDO	603830.0	Oct 31 2016
MONDO:0011380	EIF2B1		C1858991	Leukoencephalopathy with vanishing white matter	MONDO	603896.0	Feb 16 2016
MONDO:0011381	HBB		C1858990	Dominant beta-thalassemia	MONDO	603902.0	Apr 19 2022
MONDO:0011383	CASP10		C1858968	Autoimmune lymphoproliferative syndrome type 2A	MONDO	603909.0	Apr 19 2022
MONDO:0011386	VEGFA		C2676832	Microvascular complications of diabetes, susceptibility to, 1	MONDO	603933.0	Apr 19 2022
MONDO:0011390	TRPC6		C1858915	Focal segmental glomerulosclerosis 2	MONDO	603965.0	Feb 16 2016
MONDO:0011391	HEPACAM		C1858854	Megalencephalic leukoencephalopathy with subcortical cysts	MONDO		Feb 16 2016
MONDO:0011393	ABCA1		C5231558	Hypoalphalipoproteinemia, primary, 1	MONDO	604091.0	Oct 15 2021
MONDO:0011395	ABCA4		C1858806	Cone-rod dystrophy 3	MONDO	604116.0	Jul  7 2020
MONDO:0011396	LORICRIN		C1858805	Loricrin keratoderma	MONDO	604117.0	Apr 19 2022
MONDO:0011397	DNMT1		C3807295	Autosomal dominant cerebellar ataxia, deafness and narcolepsy	MONDO	604121.0	Apr 19 2022
MONDO:0011400	TTN		C1858763	Dilated cardiomyopathy 1G	MONDO	604145.0	Feb 16 2016
MONDO:0011402	CTDP1		C1858726	Congenital cataracts-facial dysmorphism-neuropathy syndrome	MONDO	604168.0	Apr 17 2020
MONDO:0011403	DTNA		C1858725	Left ventricular noncompaction 1	MONDO	604169.0	Feb 16 2016
MONDO:0011405	USB1		C1858723	Poikiloderma with neutropenia	MONDO	604173.0	Feb 16 2016
MONDO:0011408	KIF5A		C1858712	Hereditary spastic paraplegia 10	MONDO	604187.0	Apr 17 2020
MONDO:0011411	GPSM2		C1858695	Chudley-McCullough syndrome	MONDO	604213.0	Feb 16 2016
MONDO:0011412	SERPINI1		C1858680	Familial encephalopathy with neuroserpin inclusion bodies	MONDO	604218.0	Apr 19 2022
MONDO:0011413	CRYAA		C1858679	Cataract 9 multiple types	MONDO	604219.0	Apr 19 2022
MONDO:0011415	SPATA7		C1858677	Leber congenital amaurosis 3	MONDO	604232.0	Feb 16 2016
MONDO:0011416	SCN1B		C1858672	Generalized epilepsy with febrile seizures plus, type 1	MONDO	604233.0	Feb 16 2016
MONDO:0011417	TFR2		C1858664	Hemochromatosis type 3	MONDO	604250.0	Feb 16 2016
MONDO:0011420	GHR		C1858656	Short stature due to partial GHR deficiency	MONDO	604271.0	Apr 19 2022
MONDO:0011421	ATPAF2		C3276276	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	MONDO	604273.0	Apr 19 2022
MONDO:0011422	SLC4A4		C1970309	Autosomal recessive proximal renal tubular acidosis	MONDO	604278.0	Mar 29 2022
MONDO:0011423	SGCB		C1858593	Autosomal recessive limb-girdle muscular dystrophy type 2E	MONDO	604286.0	Apr 17 2020
MONDO:0011428	TP63		C1858562	Ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	MONDO	604292.0	Apr 19 2022
MONDO:0011431	FBN1		C1858556	MASS syndrome	MONDO	604308.0	Feb 16 2016
MONDO:0011435	WDR62		C1858535	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations	MONDO	604317.0	Apr 19 2022
MONDO:0011436	IGHMBP2		C1858517	Autosomal recessive distal spinal muscular atrophy 1	MONDO	604320.0	Apr 19 2022
MONDO:0011437	KNL1		C1858516	Microcephaly 4, primary, autosomal recessive	MONDO	604321.0	Apr 19 2022
MONDO:0011439	PPP2R2B		C1858501	Spinocerebellar ataxia type 12	MONDO	604326.0	Apr 22 2020
MONDO:0011442	PER2		C3807327	Advanced sleep phase syndrome 1	MONDO	604348.0	Apr 19 2022
MONDO:0011443	ADGRV1		C1858493	Febrile seizures, familial, 4	MONDO	604352.0	Feb 16 2016
MONDO:0011444	CHN1		C0751083	Duane retraction syndrome 2	MONDO	604356.0	Apr 17 2020
MONDO:0011445	SPG11		C1858479	Hereditary spastic paraplegia 11	MONDO	604360.0	Apr 19 2022
MONDO:0011448	PPARG		C1720861	PPARG-related familial partial lipodystrophy	MONDO	604367.0	Apr 19 2022
MONDO:0011449	SLC17A5		C1096903	Salla disease	MONDO	604369.0	Feb 16 2016
MONDO:0011450	BRCA1		C2676676	Breast-ovarian cancer, familial, susceptibility to, 1	MONDO	604370.0	Apr 19 2022
MONDO:0011451	SCO2		C5399977	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1	MONDO	604377.0	Apr 19 2022
MONDO:0011452	LIPH		C1836672	Hypotrichosis 7	MONDO	604379.0	Feb 16 2016
MONDO:0011456	NPHP3		C1858392	Nephronophthisis 3	MONDO	604387.0	May 21 2020
MONDO:0011458	AIPL1		C1858386	Leber congenital amaurosis 4	MONDO	604393.0	Feb 16 2016
MONDO:0011459	TMEM43		C1858379	Arrhythmogenic right ventricular dysplasia 5	MONDO	604400.0	Apr 19 2022
MONDO:0011461	SCN1A		C1858673	Generalized epilepsy with febrile seizures plus, type 2	MONDO	604403.0	Feb 16 2016
MONDO:0011462	PSTPIP1		C1858361	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	MONDO	604416.0	Apr 17 2020
MONDO:0011464	TTBK2		C1858351	Spinocerebellar ataxia type 11	MONDO	604432.0	Apr 22 2020
MONDO:0011468	TFG		C1858338	Hereditary motor and sensory neuropathy, Okinawa type	MONDO	604484.0	Apr 22 2020
MONDO:0011469	MPL		C1327915	Congenital amegakaryocytic thrombocytopenia	MONDO	604498.0	Aug 23 2020
MONDO:0011472	PKP1		C1858302	Epidermolysis bullosa simplex due to plakophilin deficiency	MONDO	604536.0	Apr 17 2020
MONDO:0011473	LCA5		C1858301	Leber congenital amaurosis 5	MONDO	604537.0	Feb 16 2016
MONDO:0011474	TRPM4		C1970298	Progressive familial heart block type IB	MONDO	604559.0	Apr 22 2020
MONDO:0011475	SBF2		C1858278	Charcot-Marie-Tooth disease type 4B2	MONDO	604563.0	Apr 19 2022
MONDO:0011476	TAP1		C1858266	MHC class I deficiency	MONDO	604571.0	Apr 19 2022
MONDO:0011477	PAX9		C1970291	Tooth agenesis, selective, 3	MONDO	604625.0	Feb 16 2016
MONDO:0011480	ACTG1		C1858172	Autosomal dominant nonsyndromic hearing loss 20	MONDO	604717.0	Apr 19 2022
MONDO:0011481	MSX2		C1858160	Craniosynostosis 2	MONDO	604757.0	May 25 2016
MONDO:0011482	DES		C1858154	Dilated cardiomyopathy 1I	MONDO	604765.0	Feb 16 2016
MONDO:0011484	CASQ2		C4053736	Catecholaminergic polymorphic ventricular tachycardia 1	MONDO	604772.0	Apr 19 2022
MONDO:0011485	CYP4F22		C1858133	Autosomal recessive congenital ichthyosis 5	MONDO	604777.0	Feb 16 2016
MONDO:0011488	CDK5RAP2		C1858108	Microcephaly 3, primary, autosomal recessive	MONDO	604804.0	Apr 19 2022
MONDO:0011489	RTN2		C1858106	Hereditary spastic paraplegia 12	MONDO	604805.0	Apr 17 2020
MONDO:0011493	COL11A1		C1858084	Stickler syndrome type 2	MONDO	604841.0	Apr 22 2020
MONDO:0011498	DISC1		C1858050	Schizophrenia 9	MONDO	604906.0	Feb 16 2016
MONDO:0011502	CISD2		C1858028	Wolfram syndrome 2	MONDO	604928.0	Feb 16 2016
MONDO:0011503	H6PD		C3551716	Cortisone reductase deficiency 1	MONDO	604931.0	Feb 16 2016
MONDO:0011504	NDE1		C1857977	NDE1-related microhydranencephaly	MONDO	605013.0	Apr 17 2020
MONDO:0011505	ANGPTL3		C1857970	Familial hypobetalipoproteinemia 2	MONDO	605019.0	Apr 19 2022
MONDO:0011506	TBC1D24		C0917800	Familial infantile myoclonic epilepsy	MONDO	605021.0	Apr 19 2022
MONDO:0011508	BCL10		C4721532	Lymphoma, non-Hodgkin, familial	MONDO	605027.0	Apr 19 2022
MONDO:0011510	ASXL1		C0796232	Bohring-Opitz syndrome	MONDO	605039.0	Apr 17 2020
MONDO:0011512	CYLD		C1857941	Brooke-Spiegler syndrome	MONDO	605041.0	Apr 22 2020
MONDO:0011517	NR3C2		C1854631	Pseudohyperaldosteronism type 2	MONDO	605115.0	Apr 19 2022
MONDO:0011518	KMT2A		C1854630	Wiedemann-Steiner syndrome	MONDO	605130.0	Feb 16 2016
MONDO:0011519	SIX1		C1854594	Autosomal dominant nonsyndromic hearing loss 23	MONDO	605192.0	Apr 19 2022
MONDO:0011520	PDCD1		C1854577	Systemic lupus erythematosus, susceptibility to, 2	MONDO	605218.0	Apr 19 2022
MONDO:0011523	MKKS		C1858054	Bardet-Biedl syndrome 6	MONDO	605231.0	Aug 31 2020
MONDO:0011527	EGR2		C4721436	Charcot-Marie-Tooth disease type 4E	MONDO	605253.0	Apr 19 2022
MONDO:0011528	AICDA		C1720956	Hyper-IgM syndrome type 2	MONDO	605258.0	Apr 22 2020
MONDO:0011529	KCNC3		C1854488	Spinocerebellar ataxia type 13	MONDO	605259.0	Apr 22 2020
MONDO:0011531	LZTR1		C1854469	Noonan syndrome 2	MONDO	605275.0	Feb 16 2016
MONDO:0011532	HSPD1		C1854467	Hereditary spastic paraplegia 13	MONDO	605280.0	Apr 17 2020
MONDO:0011533	CHSY1		C1854466	Temtamy preaxial brachydactyly syndrome	MONDO	605282.0	Aug 16 2020
MONDO:0011534	HK1		C1854449	Charcot-Marie-Tooth disease type 4G	MONDO	605285.0	Apr 19 2022
MONDO:0011535	TP63		C1854442	Split hand-foot malformation 4	MONDO	605289.0	Apr 19 2022
MONDO:0011537	PTEN		C1854416	Macrocephaly-autism syndrome	MONDO	605309.0	Apr 19 2022
MONDO:0011539	TNNT1		C1854380	Nemaline myopathy 5	MONDO	605355.0	Feb 16 2016
MONDO:0011540	PRKCG		C1854369	Spinocerebellar ataxia type 14	MONDO	605361.0	Apr 22 2020
MONDO:0011541	EYA4		C1854368	Dilated cardiomyopathy 1J	MONDO	605362.0	Feb 16 2016
MONDO:0011544	SDHC		C1854336	Paragangliomas 3	MONDO	605373.0	Feb 16 2016
MONDO:0011545	CHRNB2		C1854335	Autosomal dominant nocturnal frontal lobe epilepsy 3	MONDO	605375.0	Apr 19 2022
MONDO:0011546	CFC1		C1415817	Heterotaxy, visceral, 2, autosomal	MONDO	605376.0	Feb 16 2016
MONDO:0011547	CHMP4B		C1854311	Cataract 31 multiple types	MONDO	605387.0	Apr 22 2020
MONDO:0011549	APCDD1		C4551976	Hypotrichosis 1	MONDO	605389.0	Apr 22 2020
MONDO:0011553	GAB1		C1854275	Autosomal recessive nonsyndromic hearing loss 26	MONDO	605428.0	Apr 19 2022
MONDO:0011556	PTCH1		C2751544	Basal cell carcinoma, susceptibility to, 1	MONDO	605462.0	Jun  7 2021
MONDO:0011558	ADGRV1		C2931213	Usher syndrome type 2C	MONDO	605472.0	Apr 19 2022
