COSMIC_PHENOTYPE_ID,SITE_PRIMARY,SITE_SUBTYPE1,SITE_SUBTYPE2,SITE_SUBTYPE3,HISTOLOGY,HIST_SUBTYPE1,HIST_SUBTYPE2,HIST_SUBTYPE3,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC,NCI,EFO
COSO29004841,pancreas,NS,NS,NS,pancreatic_endocrine_tumour,NS,NS,NS,pancreas,NS,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS,C27720,http://www.ebi.ac.uk/efo/EFO_1000045
COSO32666029,skin,NS,NS,NS,adnexal_tumour,nevus,seborrhoeic,NS,skin,NS,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO33746029,skin,trunk,NS,NS,seborrhoeic_keratosis,congenital_melanocytic,NS,NS,skin,trunk,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO32766029,skin,face,NS,NS,seborrhoeic_keratosis,NS,NS,NS,skin,face,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO33266029,skin,leg,NS,NS,seborrhoeic_keratosis,NS,NS,NS,skin,leg,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO33746029,skin,trunk,NS,NS,seborrhoeic_keratosis,NS,NS,NS,skin,trunk,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO32826029,skin,neck,NS,NS,seborrhoeic_keratosis,NS,NS,NS,skin,neck,NS,NS,other,seborrhoeic_keratosis,NS,NS,C9006,http://www.ebi.ac.uk/efo/EFO_0005584
COSO28394862,breast,NS,NS,NS,NS,NS,NS,NS,breast,NS,NS,NS,carcinoma,NS,NS,NS,C4872,http://www.ebi.ac.uk/efo/EFO_0000305
COSO32666133,skin,NS,NS,NS,adnexal_tumour,pilomatricoma,basophil,NS,skin,NS,NS,NS,adnexal_tumour,pilomatricoma,NS,NS,C7368,
COSO29164818,liver,NS,NS,NS,lymphoma,non_Hodgkin,large_cell,non_cleaved,haematopoietic_and_lymphoid_tissue,liver,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C96843,http://www.ebi.ac.uk/efo/EFO_1000323
COSO30354818,salivary_gland,parotid,NS,NS,lymphoma,non_Hodgkin,large_cell,non_cleaved,haematopoietic_and_lymphoid_tissue,salivary_gland,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27604818,lymph_node,NS,NS,NS,lymphoma,non_Hodgkin,large_cell,non_cleaved,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO29114818,spleen,NS,NS,NS,lymphoma,non_Hodgkin,large_cell,non_cleaved,haematopoietic_and_lymphoid_tissue,spleen,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C7308,http://www.ebi.ac.uk/efo/EFO_1000547
COSO27814886,bile_duct,NS,NS,NS,NORMAL: NON-TUMOUR,NS,NS,NS,biliary_tract,bile_duct,NS,NS,other,normal,NS,NS,C43615,
COSO32666133,skin,NS,NS,NS,adnexal_tumour,pilomatricoma,sebaceous,NS,skin,NS,NS,NS,adnexal_tumour,pilomatricoma,NS,NS,C7368,
COSO29504830,pharynx,nasopharynx,piriform_recess,NS,carcinoma,squamous_cell_carcinoma,NS,NS,upper_aerodigestive_tract,pharynx,hypopharynx,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C102872,http://www.ebi.ac.uk/efo/EFO_1001965
COSO32534830,sinus,piriform,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,sinus,piriform,carcinoma,squamous_cell_carcinoma,NS,NS,C68611,
COSO32555510,lymphoreticular_system,extranodal,nasal_cavity,NS,lymphoma,NK-T_cell,NS,NS,haematopoietic_and_lymphoid_tissue,sinonasal_and_nasal_cavity,NS,NS,lymphoid_neoplasm,NK-T_cell_lymphoma,NS,NS,C4684,
COSO32555510,lymphoreticular_system,extranodal,sinonasal,NS,lymphoma,NK-T_cell,NS,NS,haematopoietic_and_lymphoid_tissue,sinonasal_and_nasal_cavity,NS,NS,lymphoid_neoplasm,NK-T_cell_lymphoma,NS,NS,C4684,
COSO31034830,mouth,tongue,base,NS,carcinoma,squamous_cell_carcinoma,NS,NS,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4833,http://www.ebi.ac.uk/efo/EFO_0000199
COSO37075255,spinal_cord,NS,NS,NS,PNET,NS,NS,NS,central_nervous_system,spinal_cord,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,C5406,http://www.ebi.ac.uk/efo/EFO_1000545
COSO28246414,brain,NS,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,central_nervous_system,brain,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,C6906,http://www.ebi.ac.uk/efo/EFO_1002008
COSO36075763,stomach,NS,NS,NS,gastrointestinal_stromal_tumour,spindle_and_epithelioid,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,stomach,NS,gastrointestinal_stromal_tumour,spindle_and_epithelioid,NS,NS,C27793,
COSO28815385,colon,small_bowel,NS,NS,gastrointestinal_stromal_tumour,spindle,benign,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815546,colon,small_bowel,NS,NS,gastrointestinal_stromal_tumour,epithelioid,benign,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,epithelioid,NS,NS,C3486,
COSO28815385,colon,small_bowel,involves_mesenteric_fat,NS,gastrointestinal_stromal_tumour,spindle,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815385,colon,small_bowel,NS,NS,gastrointestinal_stromal_tumour,spindle,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO36075385,stomach,NS,NS,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,stomach,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815546,jejunum,NS,NS,NS,gastrointestinal_stromal_tumour,epithelioid,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,epithelioid,NS,NS,C3486,
COSO28775546,colon,NS,NS,NS,gastrointestinal_stromal_tumour,epithelioid,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,large_intestine,NS,gastrointestinal_stromal_tumour,epithelioid,NS,NS,C3486,
COSO28815385,duodenum,NS,NS,NS,gastrointestinal_stromal_tumour,spindle,benign,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815385,duodenum,NS,NS,NS,gastrointestinal_stromal_tumour,spindle,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815385,ileum,NS,NS,NS,gastrointestinal_stromal_tumour,spindle,malignant,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO28815385,ileum,NS,NS,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,small_intestine,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO36765385,pelvis,urinary_bladder_serosa,NS,NS,gastrointestinal_stromal_tumour,spindle,mesenchymal,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,pelvis,NS,gastrointestinal_stromal_tumour,spindle,NS,NS,C27792,
COSO33124830,skin,eyelid,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,skin,eye,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4819,
COSO37255685,thigh,NS,NS,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,upper_leg,NS,sarcoma,spindle,NS,NS,C27005,http://purl.obolibrary.org/obo/MONDO_0002927
COSO36436606,vulva,NS,NS,NS,dysplasia,high_grade,NS,NS,vulva,NS,NS,NS,in_situ_neoplasm,vulvar_intraepithelial_neoplasia_Grade_III,NS,NS,C4756,http://www.ebi.ac.uk/efo/EFO_0002627
COSO32006549,pituitary,NS,NS,NS,adenoma,gonadotroph,NS,NS,pituitary,NS,NS,NS,adenoma,FSH-LH,NS,NS,C45915,
COSO32005966,pituitary,NS,NS,NS,adenoma,corticotroph,NS,NS,pituitary,NS,NS,NS,adenoma,ACTH,NS,NS,C7462,http://www.ebi.ac.uk/efo/EFO_1000066
COSO32005973,pituitary,NS,NS,NS,adenoma,null_cell,NS,NS,pituitary,NS,NS,NS,adenoma,non_functioning,NS,NS,C4348,http://www.ebi.ac.uk/efo/EFO_0008516
COSO32006632,pituitary,NS,NS,NS,adenoma,FSH-GH-LH,NS,NS,pituitary,NS,NS,NS,adenoma,FSH-GH-LH,NS,NS,C45916,
COSO32006633,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH,NS,NS,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH,NS,NS,C45916,
COSO32006634,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH-PRL,NS,NS,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH-PRL,NS,NS,C45916,
COSO32006635,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH-LH-PRL,NS,NS,pituitary,NS,NS,NS,adenoma,ACTH-FSH-GH-LH-PRL,NS,NS,C45916,
COSO37355749,uterus,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,uterus,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37365749,liver,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,liver,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO34705749,abdomen,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,abdomen,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO28525749,NS,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,NS,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37375749,head_neck,neck,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,neck,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO34705749,inguinal,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,abdomen,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO28245255,brain,NS,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,central_nervous_system,brain,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,C5398,http://purl.obolibrary.org/obo/MONDO_0000640
COSO28245255,brain,NS,NS,NS,glioma,medulloblastoma,NS,NS,central_nervous_system,brain,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,C5398,http://purl.obolibrary.org/obo/MONDO_0000640
COSO37415749,lung,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,lung,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO28525749,soft_tissue,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,NS,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO34825749,retroperitoneum,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,retroperitoneum,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37425749,kidney,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,kidney,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO34725749,bladder,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,bladder,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO35465749,back,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,back,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37435749,cervix,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,cervix,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37076414,central_nervous_system,intraspinal,NS,NS,rhabdoid_tumour,NS,NS,NS,central_nervous_system,spinal_cord,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,C6906,http://www.ebi.ac.uk/efo/EFO_1002008
COSO36716414,central_nervous_system,NS,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,central_nervous_system,NS,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,C6906,http://www.ebi.ac.uk/efo/EFO_1002008
COSO28315244,brain,choroid_plexus,NS,NS,papilloma,atypical,NS,NS,central_nervous_system,choroid_plexus,NS,NS,other,choroid_plexus_papilloma,NS,NS,C3698,http://www.ebi.ac.uk/efo/EFO_1000177
COSO29645573,kidney,NS,NS,NS,Wilms_tumour,anaplastic,NS,NS,kidney,NS,NS,NS,Wilms_tumour,NS,NS,NS,C40407,http://purl.obolibrary.org/obo/MONDO_0019004
COSO29645573,kidney,NS,NS,NS,Wilms_tumour,non_anaplastic,NS,NS,kidney,NS,NS,NS,Wilms_tumour,NS,NS,NS,C40407,http://purl.obolibrary.org/obo/MONDO_0019004
COSO37485749,kidney,extrarenal,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,extrarenal,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO28525541,soft_tissue,muscle,NS,NS,rhabdomyosarcoma,NS,NS,NS,soft_tissue,striated_muscle,NS,NS,rhabdomyosarcoma,NS,NS,NS,C3359,http://www.ebi.ac.uk/efo/EFO_0002918
COSO37495749,mediastinum,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,mediastinum,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37515749,head_neck,orbit,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,orbit,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37245749,thigh,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,upper_leg,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO37076414,spinal_cord,NS,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,central_nervous_system,spinal_cord,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,C6906,http://www.ebi.ac.uk/efo/EFO_1002008
COSO28246414,brain,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,central_nervous_system,brain,NS,NS,atypical_teratoid-rhabdoid_tumour,NS,NS,NS,C6906,http://www.ebi.ac.uk/efo/EFO_1002008
COSO27605697,lymph_node,NS,NS,NS,lymphoma,non_Hodgkin,B_cell,follicular,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,follicular_lymphoma,NS,NS,C3209,http://www.ebi.ac.uk/efo/EFO_0000096
COSO27604818,lymph_node,NS,NS,NS,lymphoma,non_Hodgkin,B_cell,centroblastic,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27605045,lymph_node,NS,NS,NS,lymphoma,non_Hodgkin,B_cell,lymphocytic,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,C27911,http://www.ebi.ac.uk/efo/EFO_0000095
COSO27604820,lymph_node,NS,NS,NS,lymphoma,non_Hodgkin,T_cell,NS,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO37536646,brain,pineal_gland,NS,NS,pineoblastoma,NS,NS,NS,central_nervous_system,pineal_gland,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,pineoblastoma,NS,NS,C9344,http://www.ebi.ac.uk/efo/EFO_1000475
COSO28245255,brain,NS,NS,NS,primitive_neuroectodermal_tumour,central,NS,NS,central_nervous_system,brain,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,C5398,http://purl.obolibrary.org/obo/MONDO_0000640
COSO36715255,central_nervous_system,NS,NS,NS,primitive_neuroectodermal_tumour,peripheral,NS,NS,central_nervous_system,NS,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,C5398,http://purl.obolibrary.org/obo/MONDO_0000640
COSO29646650,kidney,NS,NS,NS,nephroma,mesoblastic,NS,NS,kidney,NS,NS,NS,other,mesoblastic_nephroma,NS,NS,C6569,
COSO28316651,brain,choroid_plexus,NS,NS,carcinoma,NS,NS,NS,central_nervous_system,choroid_plexus,NS,NS,other,choroid_plexus_carcinoma,NS,NS,C4715,http://purl.obolibrary.org/obo/MONDO_0016718
COSO30136529,ovary,NS,NS,NS,carcinoma,mixed_mesodermal,NS,NS,ovary,NS,NS,NS,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,NS,NS,C9192,http://www.ebi.ac.uk/efo/EFO_1000412
COSO30134862,ovary,NS,NS,NS,carcinoma,mesonephroid,NS,NS,ovary,NS,NS,NS,carcinoma,NS,NS,NS,C4908,http://www.ebi.ac.uk/efo/EFO_0001075
COSO29825606,liver,NS,NS,NS,hepatoma,NS,NS,NS,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,C3099,http://www.ebi.ac.uk/efo/EFO_0000182
COSO27985042,blood_bone_marrow,NS,NS,NS,leukaemia,adult_T_cell,acute,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,C3184,
COSO27985042,blood_bone_marrow,NS,NS,NS,leukaemia,adult_T_cell,chronic,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,C3184,
COSO27985042,NS,NS,NS,NS,lymphoma,adult_T_cell,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,C3184,
COSO27985042,NS,NS,NS,NS,leukaemia-lymphoma,adult_T_cell,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,C3184,
COSO33326608,hand,NS,NS,NS,fibromatosis,palmar,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,hand,NS,palmar_superficial_fibromatosis,NS,NS,NS,C3469,http://www.ebi.ac.uk/efo/EFO_1000438
COSO31355298,soft_tissue,NS,NS,NS,fibromatosis,aggressive,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,desmoid_tumour-fibromatosis,NS,NS,NS,C6489,
COSO28664826,colon,rectosigmoid,NS,NS,carcinoma,NS,NS,NS,large_intestine,rectum,NS,NS,carcinoma,adenocarcinoma,NS,NS,C9383,http://www.ebi.ac.uk/efo/EFO_0005631
COSO37555826,brain,pineal_gland,NS,NS,teratoma,NS,NS,NS,genital_tract,extragonadal,pineal_gland,NS,germ_cell_tumour,teratoma,NS,NS,C8885,http://purl.obolibrary.org/obo/MONDO_0003578
COSO37565226,liver,NS,NS,NS,sarcoma,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,liver,NS,sarcoma,NS,NS,NS,C9306,http://www.ebi.ac.uk/efo/EFO_1001968
COSO31375226,NS,NS,NS,NS,sarcoma,neuronal,NS,NS,soft_tissue,NS,NS,NS,sarcoma,NS,NS,NS,C9306,http://www.ebi.ac.uk/efo/EFO_1001968
COSO29004867,pancreas,NS,NS,NS,hyperplasia,ductal,atypical,NS,pancreas,NS,NS,NS,other,hyperplasia,NS,NS,C3113,http://www.ebi.ac.uk/efo/EFO_0000536
COSO32866091,skin,head,NS,NS,melanoma,nodular,NS,NS,skin,scalp,NS,NS,malignant_melanoma,nodular,NS,NS,C4225,http://www.ebi.ac.uk/efo/EFO_0008515
COSO32866084,skin,head,NS,NS,melanoma,lentigo_maligna,NS,NS,skin,scalp,NS,NS,malignant_melanoma,lentigo_maligna,NS,NS,C9151,
COSO33006078,skin,arm,NS,NS,melanoma,NS,NS,NS,skin,arm,NS,NS,malignant_melanoma,NS,NS,NS,C3510,http://www.ebi.ac.uk/efo/EFO_0000389
COSO27986664,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid_FAB_M0_1,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M0_1,NS,C3171,http://www.ebi.ac.uk/efo/EFO_0000222
COSO34416665,soft_tissue,chest_wall,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,chest_wall,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34426665,soft_tissue,groin,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,groin,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34436665,soft_tissue,mediastinum,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,mediastinum,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34456665,soft_tissue,omentum,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,omentum,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO37256665,soft_tissue,thigh,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,upper_leg,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO35336665,soft_tissue,ear,NS,NS,sarcoma,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,ear,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34556665,soft_tissue,shoulder,NS,NS,sarcoma,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,shoulder,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO37256665,soft_tissue,thigh,NS,NS,sarcoma,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,upper_leg,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34416665,soft_tissue,thoracic_wall,NS,NS,sarcoma,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,chest_wall,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO31876666,soft_tissue,retroperitoneum,NS,NS,sarcoma,malignant_fibrous_histiocytoma,myxoid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,retroperitoneum,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,myxoid,NS,NS,C6496,
COSO37256666,soft_tissue,thigh,NS,NS,sarcoma,malignant_fibrous_histiocytoma,myxoid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,upper_leg,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,myxoid,NS,NS,C6496,
COSO34416666,soft_tissue,thoracic_wall,NS,NS,sarcoma,malignant_fibrous_histiocytoma,myxoid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,chest_wall,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,myxoid,NS,NS,C6496,
COSO31356665,soft_tissue,NS,NS,NS,malignant_fibrous_histiocytoma,storiform_pleomorphic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,storiform_pleomorphic,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO31356666,soft_tissue,NS,NS,NS,malignant_fibrous_histiocytoma,myxoid,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,myxoid,NS,NS,C6496,
COSO31356668,soft_tissue,NS,NS,NS,malignant_fibrous_histiocytoma,inflammatory,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,inflammatory,NS,NS,C6497,http://www.ebi.ac.uk/efo/EFO_1000608
COSO31356667,soft_tissue,NS,NS,NS,malignant_fibrous_histiocytoma,mixed,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,mixed,NS,NS,C4247,http://www.ebi.ac.uk/efo/EFO_1001972
COSO34506204,soft_tissue,neck,NS,NS,sarcoma,malignant_fibrous_histiocytoma,giant_cell,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,neck,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,giant_cell,NS,NS,C8380,
COSO27985106,blood_bone_marrow,NS,NS,NS,mastocytosis,systemic,associated_with_AML_M2,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,systemic_mastocytosis,associated_with_other_haematological_disorder,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
COSO27985101,blood_bone_marrow,skin,NS,NS,mastocytosis,mastocytoma,solitary,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,mast_cell_neoplasm,mastocytoma,NS,C9295,http://www.ebi.ac.uk/efo/EFO_0009000
