drugName,cIds,drugNameOfficial,molecularWeight,smilesString
AZD1152,CIDs11497983,AZD1152,587.539805,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
Gilteritinib,CIDs49803313,Gilteritinib,552.71146,CCC1=NC(=C(N=C1NC2CCOCC2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC)C(=O)N
TP-0903,CIDs56839178,AGN-PC-0BINKN,516.0587,CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl
SGI-7079,CIDs46870258,AGN-PC-0801RJ,455.529943,CC1=CNC2=NC(=NC(=C12)C3=CC(=CC=C3)CC#N)NC4=CC(=C(C=C4)N5CCN(CC5)C)F
Bemcentinib,CIDs46215462,R-428,506.64456,C1CCN(C1)C2CCC3=C(CC2)C=C(C=C3)NC4=NN(C(=N4)N)C5=NN=C6C(=C5)CCCC7=CC=CC=C76
Flumatinib mesylate,CIDs46910592,#N/A,0,#N/A
KW-2449,CIDs11427553,KW-2449,332.399,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43
GNF-2,CIDs05311510,BCR-ABL inhibitor,374.31663,C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F
GNF-7,CIDs11478363,Q-4515,547.53107,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CN=C(C=C5)C
Bafetinib,CIDs11387605,bafetinib,576.61535,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5
Asciminib,CIDs72165228,SCHEMBL15388306,449.838426,C1CN(CC1O)C2=NC=C(C=C2C3=CC=NN3)C(=O)NC4=CC=C(C=C4)OC(F)(F)Cl
GZD-824,CIDs51038269,GZD824,532.55949,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4
WS-3,CIDs00062907,n-ethyl-p-menthane-3-carboxamide,211.3437,CCNC(=O)C1CC(CCC1C(C)C)C
ONO-4059 (GS-4059),CIDs89455219,SCHEMBL14798147,456.49646,C=CC(=O)N1CCCC(C1)N2C3=C(C(=NC=N3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5
Acalabrutinib,CIDs71226662,SCHEMBL14637368,465.50652,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5
BGB-3111,CIDs135905454,#N/A,0,#N/A
Evobrutinib,CIDs71479709,AGN-PC-0J7FYQ,429.51418,C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N
ONO-4059 analog,CIDs121540650,#N/A,0,#N/A
RG-7845 (GDC-0853),CIDs86567195,SCHEMBL14912882,664.79646,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8
GDC-0834 racemate,CIDs25235170,CS-3124,596.74234,CC1=C(C=CC=C1NC(=O)C2=CC3=C(S2)CCCC3)C4=CN(C(=O)C(=N4)NC5=CC=C(C=C5)C6C(=O)N(CCN6C)C)C
LFM-A13,CIDs54676905,LFM-A13,360.00142,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O
Spebrutinib (AVL-292),CIDs59174488,BTK inhibitor CC-292,423.440183,COCCOC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)NC(=O)C=C)F
CGI-1746,CIDs24857323,CGI-1746,579.68868,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=N3)NC4=CC=C(C=C4)C(=O)N5CCOCC5)C
HMSL10077,CIDs71748056,QL-47,447.48794,CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5
CNX-774,CIDs59174579,CNX-774,499.496383,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F
PF-06250112,CIDs90118673,SCHEMBL15669535,438.430006,C1CC(CN(C1)C#N)N2C(=C(C(=N2)C3=CC=C(C=C3)OC4=C(C=C(C=C4)F)F)C(=O)N)N
Umbralisib,CIDs72950888,SCHEMBL15557416,571.54917,CC(C)OC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C4=C(C(=O)C5=C(O4)C=CC(=C5)F)C6=CC(=CC=C6)F)F
PF-670462,CIDs51049607,#N/A,0,#N/A
PF-4800567,CIDs53472153,PF-4800567,359.81012,C1COCCC1N2C3=C(C(=N2)COC4=CC(=CC=C4)Cl)C(=NC=N3)N
Emodin,CIDs00003220,emodin,270.2369,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
PF-5006739,CIDs51353555,AGN-PC-093NJ9,419.454783,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC5=NOC=C5
BMS-595,CIDs91754489,"methyl N-[4-chloro-3-[[3-cyano-8-(cyclopropylamino)imidazo[1,2-b]pyridazin-6-yl]amino]-5-(4-methylpiperazin-1-yl)phenyl]carbamate",495.96464,CN1CCN(CC1)C2=CC(=CC(=C2Cl)NC3=NN4C(=CN=C4C(=C3)NC5CC5)C#N)NC(=O)OC
Trifluoperazine hydrochloride,CIDs00005566,trifluoperazine,407.49557,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
Calmidazolium chloride,CIDs00644274,#N/A,0,#N/A
CK-59,CIDs25021162,HMS3229B17,435.56358,CC(C)N1C=NC2=C1N=C(N=C2NCCCCCCNC(=O)OC(C)(C)C)NCCO
PHA-767491A,CIDs11715767,#N/A,0,#N/A
Staurosporine,CIDs00044259,staurosporine,466.53104,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
NU-6102,CIDs00004566,6-cyclohexylmethoxy-2-(4'-sulfamoylanilino)purine,402.47068,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
CVT-313,CIDs06918386,CDK2 Inhibitor III,400.47472,CC(C)N1C=NC2=C1N=C(N=C2NCC3=CC=C(C=C3)OC)N(CCO)CCO
NVP-LCQ195,CIDs11655534,NVP-LCQ195,460.33486,CS(=O)(=O)N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
Rigosertib (ON-01910),CIDs23696523,#N/A,0,#N/A
SB-1317,CIDs16739650,SB1317/TG02,372.46286,CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1
CDK9 Inhibitor,CIDs66577006,CDK9 inhibitor,499.54104,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C
Fluorocyclopentenylcytosine,CIDs89921395,1-(1-cyclopentenyl)-4-(fluoroamino)-2-pyrimidinone,195.193603,C1CC=C(C1)N2C=CC(=NC2=O)NF
BMS-265246,CIDs135402864,#N/A,0,#N/A
CGP-60474,CIDs00644215,Cgp 60474,355.82142,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO
Purvalanol A,CIDs00456214,purvalanol A,388.8944,CC(C)C(CO)NC1=NC2=C(C(=N1)NC3=CC(=CC=C3)Cl)N=CN2C(C)C
RGB-286147,CIDs135473382,#N/A,0,#N/A
R-547,CIDs06918852,R-547,441.452246,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
Indirubin,CIDs00010177,#N/A,0,#N/A
Milciclib,CIDs16718576,milciclib,460.57458,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
7-Hydroxystaurosporine,CIDs00072271,7-hydroxystaurosporine,482.53044,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC
Voruciclib,CIDs67409218,Voruciclib,506.29911,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O.Cl
BS-194,CIDs25125014,BS-194,385.46008,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NC(CO)C(CO)O
Riviciclib (P276-00),CIDs23643975,riviciclib,438.30114,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
AZD-5438,CIDs16747683,AZD5438,371.45664,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
Pacritinib,CIDs46216796,#N/A,0,#N/A
Bisindolylmaleimide,CIDs00002396,bisindolylmaleimide I,412.48366,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
Ribociclib (LEE011),CIDs44631912,ribociclib,434.5373,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
Fascaplysin,CIDs00073292,fascaplysin,306.74574,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-]
Cdk4/6 Inhibitor IV,CIDs24825971,CGP82996,456.58258,CCNC1=NC(=NC(=C1)NC2CCC(CC2)O)NC3=CC4=C(C=C3)N(C=C4)CC5=CC=CC=C5
Abemaciclib,CIDs46220502,abemaciclib,506.593386,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
AMG-925 (FLX925),CIDs60202647,AMG 925,471.55416,CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5
AM-5992,CIDs58299817,AGN-PC-0CBK5L,504.602323,CN(CCO)C1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C5=C(C(=NC=C5)F)N(C4=N3)C6CCCC6
SR-3029,CIDs60196195,AGN-PC-0DB7O3,480.44517,C1COCCN1C2=NC3=C(C(=N2)NCC4=NC5=C(N4)C=CC(=C5F)F)N=CN3C6=CC(=CC=C6)F
BS-181,CIDs49867928,BS-181,416.99062,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN.Cl
THZ1,CIDs73602827,THZ1 Hydrochloride,566.05272,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl
LY-2857785,CIDs78357764,CS-3336,448.60364,CC(C)C1=C2C=C(C=CC2=NN1C)C3=NC(=NC=C3)NC4CCC(CC4)NC5CCOCC5
THZ-2,CIDs78357763,CDK7-IN-1,566.05272,CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl
Atuveciclib,CIDs71618220,AGN-PC-0JI50N,387.431223,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C
TAK-931,CIDs135564531,#N/A,0,#N/A
XL 413 hydrochloride,CIDs135564631,#N/A,0,#N/A
LY-3177833,CIDs81689696,SCHEMBL16035247,309.297783,CC1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F
MSC2530818,CIDs118879529,#N/A,0,#N/A
CDK8i-51,CIDs138402877,#N/A,0,#N/A
Senexin-B,CIDs71661259,AGN-PC-0JIGEZ,450.53494,CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)C=C(C=C3)CCNC4=NC=NC5=C4C=C(C=C5)C#N
CCT-251545,CIDs77050682,"8-[3-chloro-5-[4-(1-methylpyrazol-4-yl)phenyl]-4-pyridyl]-2,8-diazaspiro[4.5]decan-1-one",421.92256,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl
CCT-251921,CIDs74222277,SCHEMBL15660221,410.89992,CN1C2=C(C=C(C=C2)C3=CN=C(C(=C3N4CCC5(CCNC5=O)CC4)Cl)N)C=N1
THZ531,CIDs118025540,#N/A,0,#N/A
RGB-286638,CIDs11285001,RGB-286638,618.55458,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl
Menadione,CIDs00004055,menadione,172.18002,CC1=CC(=O)C2=CC=CC=C2C1=O
BML-277,CIDs09969021,Chk2 inhibitor II,363.79706,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl
CCT-241533,CIDs135564841,#N/A,0,#N/A
Rabusertib,CIDs11955855,LY2603618,436.30298,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
CCT-244747,CIDs76189046,AGN-PC-0AC0PS,408.45696,CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C
CHIR-124,CIDs11502647,CHIR-124,419.90668,C1CN2CCC1C(C2)NC3=C4C=C(C=CC4=NC(=O)C3=C5NC6=CC=CC=C6N5)Cl
MK-8776,CIDs46239015,Y0217,376.25432,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4
SCH 900776,CIDs46239015,Y0217,376.25432,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4
TCS-2312,CIDs135451019,#N/A,0,#N/A
SAR-020106,CIDs44203948,2ym8,382.84676,CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C3C(=C2)C=CC=C3Cl
Prexasertib,CIDs46700756,#N/A,0,#N/A
Epiblastin A,CIDs118987042,#N/A,0,#N/A
PLX-647,CIDs11545419,IN2161,382.38169,C1=CC2=C(NC=C2CC3=CN=C(C=C3)NCC4=CC=C(C=C4)C(F)(F)F)N=C1
Compound 22d,CIDs73755240,GTPL6731,608.17068,CCCCN1C2=C(C=CC=N2)C(=C(C1=O)NC(=O)NC3=C(C=CC(=C3C(C)C)N)C(C)C)C4=CC(=CC=C4)OCCO.Cl
KUC107550N,CIDs46926514,ML315,374.22072,C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CC(=CC(=C4)Cl)Cl
TG-003,CIDs01893668,Clk inhibitor,249.3287,CCN1C2=C(C=CC(=C2)OC)SC1=CC(=O)C
KH-CB19,CIDs44237094,KH-CB19,338.18862,CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)C(=CN)C#N
GW-2580,CIDs11617559,cFMS receptor tyrosine kinase inhibitor,366.41368,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC
JNJ-28312141,CIDs11676971,jnj-28312141,460.57128,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4
HMSL10083,CIDs73265276,NCGC00346963-01,511.44458,CCN(CC)CCCCNC1=NC=C2CN(C(=O)N(C2=N1)C)C3=C(C(=CC(=C3Cl)OC)OC)Cl
c-FMS Inhibitor,CIDs11654378,c-Fms inhibitor,406.5239,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N
Lucitanib,CIDs25031915,lucitanib,443.4944,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
BLZ-945,CIDs46184986,BLZ945,398.47868,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)N=C(S3)NC4CCCCC4O
Pexidartinib,CIDs25151352,Pexidartinib,417.81481,C1=CC(=NC=C1CC2=CNC3=NC=C(C=C23)Cl)NCC4=CN=C(C=C4)C(F)(F)F
PD-173955,CIDs00447077,PD173955,443.34894,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
PD-173955 Analogue 1,CIDs00447077,PD173955,443.34894,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
CC-115,CIDs58298318,AGN-PC-0H9OGU,336.35124,CCN1C(=O)CNC2=NC=C(N=C21)C3=C(N=C(C=C3)C4=NC=NN4)C
VX-984,CIDs72188357,SCHEMBL15328651,415.487344,CC1=NC=C(C=N1)C2=CC(=NC=N2)NCC(C)C3=CC=CC4=C(C=CN=C43)C(=O)NC
GNE-3511,CIDs72547959,SCHEMBL15602439,440.488946,C1CN(CCC1C2=CC(=NC(=C2)NC3=NC=CC(=C3)C#N)N4CCC(C4)(F)F)C5COC5
Pluripotin,CIDs12003241,Stemolecule SC 1,550.53501,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CC(=NN5C)C
PRP003-013,CIDs71550931,AGN-PC-0JGTXW,546.58607,CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4
BAY-1161909,CIDs71599640,SCHEMBL15036597,559.611243,CC(C1=CC=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=CN4C(=NC(=N4)NC5=C(C=C(C=C5)S(=O)(=O)C)OC)C=C3
CFI-402257,CIDs118086034,#N/A,0,#N/A
BAY-1217389,CIDs78320750,SCHEMBL15555839,561.503176,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)OC4=C(C(=C(C=C4)OC)F)F)C(=O)NC5CC5
AZ-191,CIDs72716071,az191,429.51748,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=CC(=N3)C4=CN(C5=C4C=CN=C5)C)OC
ID-8,CIDs00791637,CS-2309,298.29336,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=C(C=C2)O)[N+](=O)[O-]
FX-9847,CIDs132018767,#N/A,0,#N/A
PD-153035,CIDs00004705,compound 32,360.20526,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC
AC-480,CIDs10437018,BMS-599626,530.553483,CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F
WZ-3146,CIDs44607360,WZ-3146,464.9473,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl
WZ-8040,CIDs44607531,WZ8040,481.0129,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl
OSI-420,CIDs18924996,#N/A,0,#N/A
AG-1024,CIDs00002044,Tyrphostin AG1024,305.16982,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O
TAK-285,CIDs11620908,TAK-285,547.95661,CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O
Varlitinib tosylate,CIDs44225877,#N/A,0,#N/A
4-Quinazolinamine,CIDs00084759,4-aminoquinazoline,145.16128,C1=CC=C2C(=C1)C(=NC=N2)N
Avitinib,CIDs72734520,SCHEMBL15455613,487.528743,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F
WHI-P97,CIDs00003796,WHI-P97,455.10072,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C(=C3)Br)O)Br)OC
XL647,CIDs10458325,EXEL-7647,491.385303,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
JNJ-28871063 hydrochloride,CIDs17747413,#N/A,0,#N/A
Tesevatinib,CIDs10458325,EXEL-7647,491.385303,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
Icotinib hydrochloride,CIDs44609731,#N/A,0,#N/A
CEP-32496,CIDs56846693,CEP-32496,517.45719,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F
PD-168393,CIDs00004708,pd 168393,369.21532,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br
CNX-2006,CIDs56968072,cnx2006,545.531893,COC1=C(C=CC(=C1)NC2CN(C2)CCF)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F
Poziotinib,CIDs25127713,poziotinib,491.342243,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C
PKI-166,CIDs06918403,pki-166,330.38312,CC(C1=CC=CC=C1)NC2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)O
BMS-599626,CIDs10437018,BMS-599626,530.553483,CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F
AZD-3759,CIDs78209992,SCHEMBL16010006,459.901123,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C
AG-1478,CIDs00002051,tyrphostin AG1478,315.75426,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
Osimertinib mesylate,CIDs78357807,#N/A,0,#N/A
Rociletinib,CIDs57335384,rociletinib,555.55153,CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F)OC
Naquotinib mesylate,CIDs92135932,#N/A,0,#N/A
PF-06747775,CIDs91668194,"N-[(3R,4R)-4-fluoro-1-[6-[(3-methoxy-1-methyl-pyrazol-4-yl)amino]-9-methyl-purin-2-yl]pyrrolidin-3-yl]acrylamide",415.424783,CN1C=C(C(=N1)OC)NC2=NC(=NC3=C2N=CN3C)N4CC(C(C4)F)NC(=O)C=C
EAI045,CIDs121231412,#N/A,0,#N/A
WHI-P154,CIDs00003795,WHI-P154,376.20466,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC
Mubritinib,CIDs06444692,mubritinib,468.47093,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
ARRY-380,CIDs42598643,ARRY-380,569.63418,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CNCCS(=O)(=O)C)OC5=CC6=NC=NN6C=C5
Tucatinib,CIDs51039094,Irbinitinib,480.52116,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5
Sapitinib,CIDs11488320,Sapitinib,473.927703,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC
AST-1306,CIDs24739943,AST-1306,448.876723,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl
PF-956980,CIDs53344620,SCHEMBL15496537,342.43864,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)N4CCCC4
MK-2461,CIDs44137945,MK-2461,553.563189,CN1C=C(C=N1)C2=CN=C3C=CC4=C(C=C(C=C4)[N-]S(=O)(=O)N(C)CC5COCCO5)C(=O)C3=C2.O.O.[Na+]
CH-5183284,CIDs66555680,AGN-PC-0H0OY8,356.38064,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N
Erdafitinib,CIDs67462786,AGN-PC-0HG6YB,446.5447,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC
SU-5402,CIDs05289418,Su5402,296.32054,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O
AZD-4547,CIDs51039095,AZD-4547,463.57192,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
BLU-9931,CIDs72710839,SCHEMBL15412407,509.38388,CC1=C(C(=CC=C1)NC(=O)C=C)NC2=NC=C3C=C(C=CC3=N2)C4=C(C(=CC(=C4Cl)OC)OC)Cl
Derazantinib,CIDs46834118,SCHEMBL2805038,468.565163,COCCNCCC1=CC(=CC=C1)NC2=NC=C3CC(C4=CC=CC=C4C3=N2)C5=CC=CC=C5F
LY-2874455,CIDs46944259,LY2874455,444.31386,CC(C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO
ACTB-1003,CIDs23653175,QC-11754,591.532456,COCC1=C(N2C(=C1C3=CC(=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F)F)C(=NC=N2)N)CN5CCOCC5
Infigratinib,CIDs53235510,NVP-BGJ398,560.47544,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl
BLU-554,CIDs91885617,#N/A,0,#N/A
NVP-FGF-401,CIDs118036971,#N/A,0,#N/A
Suramin sodium,CIDs00008514,#N/A,0,#N/A
Semaxanib,CIDs05329098,romiplostim,238.28446,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
AST-487,CIDs11409972,NVP-AST487,529.55731,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F
SKLB4771,CIDs57412684,AGN-PC-0BSWK3,537.65698,CC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)SC3=NC=NC4=C3C=CC(=C4)OCCCN5CCOCC5
UNC-2025,CIDs73425588,UNC2025,476.6568,CCCCNC1=NC=C2C(=CN(C2=N1)C3CCC(CC3)O)C4=CC=C(C=C4)CN5CCN(CC5)C
NCGC00262376,CIDs73265219,NCGC00262376-01,345.40106,C1CNCC1NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)C5=CNN=C5
HMSL10087,CIDs42628535,HMS2043J09,535.68094,CC(C)N1C(=O)CCN(C2=NC(=NC=C21)NC3=C(C=C(C=C3)C(=O)NC4CCN(CC4)C)OC)C5CCCC5
