BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM002116	Microparticle (MP)	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM002117	Microparticle (MP)	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM002604	P-selectin	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM002605	P-selectin	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM002606	P-selectin	Deep vein thrombosis	ICD-11: BD71	ICD-10: I82.4	ICD-9: 453.4
BM001336	D-dimer	Venous thromboembolism	ICD-11: BD72	.	ICD-9: 453
BM002570	MR-proANP	Lower respiratory tract infection	ICD-11: CA45	ICD-10: J09-J99	ICD-9: 480-519
BM002571	Pro-ANP	Lower respiratory tract infection	ICD-11: CA45	ICD-10: J09-J99	ICD-9: 480-519
BM000701	Aa-Val360	Emphysema	ICD-11: CA21	.	ICD-9: 492
BM000994	CC-16	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000995	Surfactant protein D	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000684	8-isoprostane	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001147	CO	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001483	Ethane	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002466	Ethane	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001614	H2O2	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002467	Pentane	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000700	Aa-Val360	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000722	A-defensins	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000547	Advanced glycosylation end product-specific receptor	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM002714	Advanced glycosylation end product-specific receptor	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000820	Antinuclear autoantibodies (ANAs)	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000723	B-defensins	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001048	CD8t T cells	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001235	CRP, b-defensin, adiponectin, IL-6, fibrinogen, CCL18, MMP-8, prolactin	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001340	Desmosine	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001416	EMMPRIN	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001521	Fibrinogen	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000445	IL12p70	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J40-J44, J47	ICD-9: 490-492, 494-496
BM001903	Immunoglobulin light-chain	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000724	Surfactant protein A	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM000725	Surfactant protein D	Chronic obstructive pulmonary disease	ICD-11: CA22	ICD-10: J44, J44.9	.
BM001146	CO	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001368	EBC pH	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001482	Ethane	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000326	H2O2	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001717	hs-CRP; exhaled NO	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000327	Nitrate	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000328	Nitrite	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000530	Pentane	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001422	eNO; eosinophils	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001431	Eosinophils	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001432	Eosinophils	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001433	Eosinophils	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001434	Eosinophils	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002746	Chymase-positive mast cells	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002747	Collagens	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001828	Eotaxins	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001891	LTB4	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002696	mast cells in smooth muscle	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002697	Smooth muscle	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM002748	subepithelial basement membrane (SBM)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM001825	15-hyroxyeicosetetrenoic acid (15-HETE)	Asthma	ICD-11: CA23	ICD-10: J45, J45.8	ICD-9: 493
BM000668	2-aminoacetophenone	Cystic fibrosis	ICD-11: CA25	ICD-10: E84, E84.9	ICD-9: 277
BM000685	8-isoprostane	Cystic fibrosis	ICD-11: CA25	ICD-10: E84, E84.9	ICD-9: 277
BM001148	CO	Cystic fibrosis	ICD-11: CA25	ICD-10: E84, E84.9	ICD-9: 277
BM000669	Hydrogen cyanide	Cystic fibrosis	ICD-11: CA25	ICD-10: E84, E84.9	ICD-9: 277
BM000493	MR-proadrenomedullin	Community-acquired pneumonia	ICD-11: CA40.Z	.	.
BM001149	CO	Fibrosing alveolitis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM000748	Afamin (AFM)	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001529	Fibrocytes	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001966	KL-6	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM001967	KL-6	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002159	MMP7	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002160	MMP7	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002161	MMP7	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002380	Osteopontin	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002488	Periostin	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002489	Periostin	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002723	SP-A	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002724	SP-A	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002729	Surfactant protein D	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002730	Surfactant protein D	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002884	Tregs	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002885	Tregs	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM002886	Tregs	Idiopathic pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	ICD-9: 516.3
BM000823	Anti-topoisomerase I antibodies (ATA)	Pulmonary fibrosis	ICD-11: CB03.4	ICD-10: J84.1	.
BM000689	A 17 kDa molecular weight protein	Dental caries	ICD-11: DA08.0	.	ICD-9: 521
BM000871	Basic proline-rich peptide	Dental caries	ICD-11: DA08.0	.	ICD-9: 521
BM002845	Total proteins	Dental caries	ICD-11: DA08.0	.	ICD-9: 521
BM001371	EDN	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM001527	Fibroblast growth factor	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM000480	mast cell products and dysregulated transcriptomes	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM002062	Mast cells	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM002121	MicroRNA	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM002148	MiR-375	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM002149	MiRNA-21	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM002150	MiRNA-223	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM000486	MiRNA-675	Eosinophilic esophagitis	ICD-11: DA24.1	.	ICD-9: 530.13
BM001747	Antideaminated forms of gliadin peptides antibodies (IgA anti-DGP)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM001698	HLA class II antigen DQ-2 alpha	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM001748	IgA anti-EMA (antiendomysium antibody)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM001749	IgA anti-tTG	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM001797	Interleukin-18 receptor 1 (IL18R1)	Coeliac disease	ICD-11: DA95	ICD-10: K90.0	ICD-9: 579
BM000698	a-2 macroglobulin, haptoglobin, total bilirubin, g-glutamyl transferase, ALT, AS T, total cholesterol, TG, fasting blood glucose.	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM000762	ALT	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM000763	AST	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001492	Fas	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001496	Fasting glucose	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001615	HA, TIMP-1, PIIINP (enhanced liver fibrosis panel; ELF panel)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001705	homeostatic model assessment (HOMA)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001909	Insulin resistance	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM002333	N-terminal propeptide of type III collagen (PIIINP)	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM002913	Type IV collagen 7S	Non-alcoholic steatohepatitis	ICD-11: DB92.1	ICD-10: K75.8	ICD-9: 571.8
BM001981	Kynurenine	Crohn disease	ICD-11: DD70	ICD-10: K50, K50.9	ICD-9: 555
BM001982	Tryptophan	Crohn disease	ICD-11: DD70	ICD-10: K50, K50.9	ICD-9: 555
BM001989	L-arginine	Ulcerative colitis	ICD-11: DD71	.	ICD-9: 556
BM002026	Alpha-1-antitrypsin	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002036	Alpha-1-antitrypsin	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000790	Anti-A4-Fla2	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000791	Antibodies to Cbir1	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000793	Antibodies to Fla- X	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000798	Antibodies to Fla- X	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000794	Antibodies to Flagellin A4-Fla2	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000799	Antibodies to Flagellin A4-Fla2	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000795	Antibodies to outer membrane porin (Anti-OmpC)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000800	Antibodies to outer membrane porin (Anti-OmpC)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000792	anti-FlaX	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000805	Anti-I2	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000808	Antilaminaribioside carbohydrate IgG (ALCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000811	Antilaminaribioside carbohydrate IgG (ALCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000818	Anti-neutrophil cytoplasmic antibodies (ANCAs)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000819	Anti-neutrophil cytoplasmic antibodies (ANCAs)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000806	Anti-Omp C	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000821	Anti-Saccharomyces cerevisiae antibodies (ASCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000822	Anti-Saccharomyces cerevisiae antibodies (ASCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000809	Anti-synthetic mannoside antibodies (AMCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000812	Anti-synthetic mannoside antibodies (AMCA)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000838	ASCA	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002028	elastase	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002038	elastase	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001737	IDO1 mediated tryptophan catabolism pathway	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002029	IL 10	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002039	IL 10	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002030	IL1 B	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002040	IL1 B	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002031	IL4	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002041	IL4	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002033	Lysozyme	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM002043	Lysozyme	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000797	Pseudomonas flourescens-associated sequence Ia2 (Anti-I2)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000802	Pseudomonas flourescens-associated sequence Ia2 (Anti-I2)	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM001629	Hemoglobin	Inflammatory bowel disease	ICD-11: DD72	ICD-10: K50-K52	.
BM000214	8-hydroxy guanosine	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001522	BI and D-dimer	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001523	C4	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001404	Cathelicidin antimicrobial peptide	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001027	CD3 T-cell	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001526	Coagulation factor IIa	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001192	CpG methylation	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001524	Fibrinogen	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001525	Fibrinopeptide A	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM000394	high sensitivity CRP, osteoprotegerin, matrixmetalloproteinase 3; the CPII:C2C ratio	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001403	human I defensin	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001990	IFHIH1	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM000578	IFN-I	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001243	IFN-I	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001245	IL-18.	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001992	LCE3B/3C	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM000467	Leptin	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002135	MiR-125b	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002136	MiR-1266	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002138	MiR-146a	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002139	MiR-203	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002140	MiR-21	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002596	Protein C	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001248	P-selectin	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001405	S100 family member	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002782	Th1	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM000422	Th17	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002783	Th17	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM002784	Th22	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001242	Zonulin	Psoriasis vulgaris	ICD-11: EA90	.	ICD-9: 696
BM001153	COL2-34C (long) epitope	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001154	COL2-34C (long) epitope	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001155	COL2-34C (short) epitope	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001156	COL2-34C (short) epitope	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000329	C-terminal cross-linked telopeptide of type II collagen (CTX-II)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000330	C-terminal cross-linked telopeptide of type II collagen (CTX-II)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000331	C-terminal cross-linked telopeptide of type II collagen (CTX-II)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001254	C-terminal cross-linked telopeptide of type II collagen (CTX-II)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000715	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM12)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000716	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM12)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001439	Epitope 846	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001580	glucosylagalactosylapyridinoline(Glc-Gal-PYD)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002064	Matrix metalloproteinase (MMP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002065	Matrix metalloproteinase (MMP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002066	Matrix metalloproteinase (MMP)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002295	Nitrated form of nine-amino-acid peptide of type II collagen (Coll 2-1 NO2)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002330	N-terminal cross-linked telopeptide of type I collagen (NTX-I)	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002371	Osteocalcin [OCN]	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002468	Pentosidine	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001531	Fibulin-3 peptide 1	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM001532	Fibulin-3 peptide 2	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002086	KC	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM002087	MCP-1	Osteoarthritis	ICD-11: FA00-FA05	.	ICD-9: 715
BM000462	KOA1 (TGLESGHGPGDS)	Knee osteoarthritis	ICD-11: FA01	.	ICD-9: 715
BM000714	Low molecular weight phosphotyrosine protein phosphatase (ACP1)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM000475	LTA + 252 (A > G); LGALS2 + 3279 (C > T)	Rheumatoid arthritis	ICD-11: FA20	.	.
BM002378	osteoclast precursors	Psoriatic arthritis	ICD-11: FA21	.	ICD-9: 696
BM000188	Postmenopausal women with persistent total hip, femoral neck, or lumbar spine BM D T-scores a1.8 to a4.0, or clinical fracture	Postmenopausal osteoporosis	ICD-11: FB83.11	ICD-10: M81.0	ICD-9: 733
BM002239	Alpha-N-acetylglucosaminidase	Membranous nephropathy	ICD-11: GB4Z	.	.
BM000788	Anti aldose-reductase antibodies (Anti-AR antibodies)	Membranous nephropathy	ICD-11: GB4Z	.	.
BM000813	Anti-M type phospholipase A2 receptor antibodies (Anti-PLA2R antibodies)	Membranous nephropathy	ICD-11: GB4Z	.	.
BM000814	Anti-M type phospholipase A2 receptor antibodies (Anti-PLA2R antibodies)	Membranous nephropathy	ICD-11: GB4Z	.	.
BM000225	Anti-SOD2 antibodies	Membranous nephropathy	ICD-11: GB4Z	.	.
BM001270	CyC	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001271	CyC	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001961	KIM-1	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001962	KIM-1	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002006	L-FABP	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002007	L-FABP	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002279	NGAL	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002280	NGAL	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001213	Creatinine	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001491	FABP	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM001510	Fetuin	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002245	N-ASETIL-I-GLUOSAMINIDASE (NAG)	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002260	Netrin-1	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002261	Netrin-1	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002276	Neutrophil gelatinase-associated lipocalin	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002370	OPN	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002651	Plasma retinol-binding protein	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002705	Sodium/hydrogen exchanger 3	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM002923	Urea nitrogen	Acute kidney injury	ICD-11: GB60	.	ICD-9: 584
BM000946	Ca	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001710	Creatinine	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001707	Homocysteine	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001711	Homocysteine	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002337	NT-pro-BNP	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000948	Pi	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002471	Soluble TNF-like weak inducer of apoptosis (sTWEAK)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001260	Troponin T, cardiac muscle isoforms	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002990	Vitamin D	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000648	25-OH vitamin D	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000650	25-OH vitamin D	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM001528	fibroblast growth factor (FGF-23)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002572	ProBNP	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM002874	transforming growth factor (TGF-)	Chronic kidney disease	ICD-11: GB61	ICD-10: N18, N18.9	.
BM000745	Afamin (AFM)	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002013	Fatty acid-binding protein, liver	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM001515	FGF-232	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM000386	heart fatty acidabinding protein	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002241	N-Acetyl-I-D-glucosamindase (NAG	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002277	Neutrophil gelatinase-associated lipocalin	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002820	TNFR11	Diabetic nephropathy	ICD-11: GB61.Z	.	ICD-9: 250.4
BM002940	Angiopoietin-2 (ANGPT2)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM002841	glomerular hyperfiltration (GH)	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001600	Gross hematuria	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001620	HDL-cholesterol	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001722	HTN	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM003028	I2 -microglobulin	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM001601	male gender	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
BM003027	Neutrophil gelatinase-associated lipocalin	Autosomal dominant polycystic kidney disease	ICD-11: GB81	ICD-10: Q61.2	ICD-9: 753.1
