DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0008799	SOX2	HGNC:11195	https://search.clinicalgenome.org/kb/genes/HGNC:11195	anophthalmia/microphthalmia-esophageal atresia syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008799		3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11195	Dosage Working Group						
MONDO:0008800	SMOC1	HGNC:20318	https://search.clinicalgenome.org/kb/genes/HGNC:20318	microphthalmia with limb anomalies	https://search.clinicalgenome.org/kb/conditions/MONDO:0008800		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20318	Dosage Working Group						
MONDO:0008810	APOC2	HGNC:609	https://search.clinicalgenome.org/kb/genes/HGNC:609	familial apolipoprotein C-II deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0008810		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:609	Dosage Working Group						
MONDO:0008814	ARG1	HGNC:663	https://search.clinicalgenome.org/kb/genes/HGNC:663	hyperargininemia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008814	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:663	Dosage Working Group	definitive evidence (06/29/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0157f793-9232-4700-bbf0-dfb16270f688-2020-06-29T174101.533Z	Aminoacidopathy			
MONDO:0008815	ASL	HGNC:746	https://search.clinicalgenome.org/kb/genes/HGNC:746	argininosuccinic aciduria	https://search.clinicalgenome.org/kb/conditions/MONDO:0008815	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:746	Dosage Working Group	definitive evidence (09/15/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c16021b9-f6db-4e41-90f3-4786d63a1fa3-2018-09-15T160000.000Z	Aminoacidopathy	Has Insufficient Evidence for Actionability Based on Early Rule-out (05/04/2021) | Moderate Actionability (05/04/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1028 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1028	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0008818	SLC2A10	HGNC:13444	https://search.clinicalgenome.org/kb/genes/HGNC:13444	arterial tortuosity syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008818		30 - Gene Associated with Autosomal Recessive Phenotype (02/01/2018)	0 - No Evidence for Haploinsufficiency (02/01/2018)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13444	Dosage Working Group				Moderate Actionability (10/18/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC147	Adult Actionability Working Group
MONDO:0008822	VPS33B	HGNC:12712	https://search.clinicalgenome.org/kb/genes/HGNC:12712	arthrogryposis, renal dysfunction, and cholestasis 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0008822	Autosomal recessive inheritance					definitive evidence (03/24/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d38d685c-9aee-4660-9228-4119a4fd583d-2021-03-24T160534.056Z	Hemostasis Thrombosis			
MONDO:0008827	CCN6	HGNC:12771	https://search.clinicalgenome.org/kb/genes/HGNC:12771	progressive pseudorheumatoid arthropathy of childhood	https://search.clinicalgenome.org/kb/conditions/MONDO:0008827		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12771	Dosage Working Group						
MONDO:0008828	PRG4	HGNC:9364	https://search.clinicalgenome.org/kb/genes/HGNC:9364	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008828	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9364	Dosage Working Group	definitive evidence (07/30/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b4be938-664c-421e-922b-dc6ac83e5dec-2021-07-30T130737.801Z	Syndromic Disorders			
MONDO:0008830	AGA	HGNC:318	https://search.clinicalgenome.org/kb/genes/HGNC:318	aspartylglucosaminuria	https://search.clinicalgenome.org/kb/conditions/MONDO:0008830		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:318	Dosage Working Group						
MONDO:0008840	ATM	HGNC:795	https://search.clinicalgenome.org/kb/genes/HGNC:795	ataxia telangiectasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008840	Autosomal recessive inheritance	3 - Sufficient Evidence for Haploinsufficiency (04/08/2020)	0 - No Evidence for Haploinsufficiency (04/08/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:795	Dosage Working Group	definitive evidence (07/27/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_02a69e27-77dc-41bd-83d2-dda9c224ee43-2021-07-27T205239.729Z	Hereditary Cancer			
MONDO:0008852	PHOX2B	HGNC:9143	https://search.clinicalgenome.org/kb/genes/HGNC:9143	congenital central hypoventilation syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008852	Autosomal dominant inheritance					definitive evidence (06/15/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5ed68efa-cafc-4e28-ab56-ab9b65666c15-2021-06-15T151832.283Z	Hereditary Cancer			
MONDO:0008861	MCCC1	HGNC:6936	https://search.clinicalgenome.org/kb/genes/HGNC:6936	3-methylcrotonyl-CoA carboxylase 1 deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0008861		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6936	Dosage Working Group						
MONDO:0008863	ABCG5	HGNC:13886	https://search.clinicalgenome.org/kb/genes/HGNC:13886	sitosterolemia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008863	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13886	Dosage Working Group	definitive evidence (07/10/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c52c7403-8975-4a3f-8796-a966e977f708-2020-07-10T160000.000Z	Hemostasis Thrombosis			
MONDO:0008865	CYP4V2	HGNC:23198	https://search.clinicalgenome.org/kb/genes/HGNC:23198	Bietti crystalline corneoretinal dystrophy	https://search.clinicalgenome.org/kb/conditions/MONDO:0008865	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23198	Dosage Working Group	definitive evidence (04/01/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_da577a4b-5c65-43fa-9a03-b275eaacb6eb-2021-04-01T160000.000Z	Retina			
MONDO:0008876	BLM	HGNC:1058	https://search.clinicalgenome.org/kb/genes/HGNC:1058	Bloom syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008876	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (02/09/2022)	0 - No Evidence for Haploinsufficiency (02/09/2022)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1058	Dosage Working Group	definitive evidence (10/09/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e0a20b67-5a62-462c-894b-76b60a66e979-2018-10-09T170000.000Z	Hereditary Cancer			
MONDO:0008907	PMM2	HGNC:9115	https://search.clinicalgenome.org/kb/genes/HGNC:9115	PMM2-CDG	https://search.clinicalgenome.org/kb/conditions/MONDO:0008907		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9115	Dosage Working Group						
MONDO:0008910	CPN1	HGNC:2312	https://search.clinicalgenome.org/kb/genes/HGNC:2312	carboxypeptidase N deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0008910		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2312	Dosage Working Group						
MONDO:0008918	SLC25A20	HGNC:1421	https://search.clinicalgenome.org/kb/genes/HGNC:1421	carnitine-acylcarnitine translocase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0008918	Autosomal recessive inheritance					definitive evidence (05/22/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_95c9aece-49b5-496f-9547-f6d03dd69b4f-2018-05-22T160000.000Z	Fatty Acid Oxidation Disorders			
MONDO:0008919	SLC22A5	HGNC:10969	https://search.clinicalgenome.org/kb/genes/HGNC:10969	systemic primary carnitine deficiency disease	https://search.clinicalgenome.org/kb/conditions/MONDO:0008919	Autosomal recessive inheritance					definitive evidence (04/24/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2beee8a9-193c-41ca-92c4-484c8e034b02-2018-04-24T160000.000Z	Fatty Acid Oxidation Disorders			
MONDO:0008922	AGK	HGNC:21869	https://search.clinicalgenome.org/kb/genes/HGNC:21869	Sengers syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008922		30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2014)	0 - No Evidence for Haploinsufficiency (11/20/2014)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21869	Dosage Working Group						
MONDO:0008944	INPP5E	HGNC:21474	https://search.clinicalgenome.org/kb/genes/HGNC:21474	Joubert syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0008944	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21474	Dosage Working Group	definitive evidence (09/08/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a5fb970a-8747-4c3e-8465-d8cb007c1428-2021-09-08T160000.000Z	Kidney Cystic and Ciliopathy Disorders			
MONDO:0008948	CYP27A1	HGNC:2605	https://search.clinicalgenome.org/kb/genes/HGNC:2605	cerebrotendinous xanthomatosis	https://search.clinicalgenome.org/kb/conditions/MONDO:0008948		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2605	Dosage Working Group						
MONDO:0008952	TMCO1	HGNC:18188	https://search.clinicalgenome.org/kb/genes/HGNC:18188	cerebrofaciothoracic dysplasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008952		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:18188	Dosage Working Group						
MONDO:0008962	MYO5A	HGNC:7602	https://search.clinicalgenome.org/kb/genes/HGNC:7602	Griscelli syndrome type 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0008962	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7602	Dosage Working Group	definitive evidence (07/27/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_792cf7b2-5ca7-4d85-95a5-a43eaa52b180-2021-07-27T144901.941Z	Syndromic Disorders			
MONDO:0008963	LYST	HGNC:1968	https://search.clinicalgenome.org/kb/genes/HGNC:1968	Chediak-Higashi syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008963	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1968	Dosage Working Group	definitive evidence (05/27/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5d752f7c-43d2-4ba9-910f-f286f5443012-2020-05-27T160000.000Z	Hemostasis Thrombosis			
MONDO:0008965	CHD7	HGNC:20626	https://search.clinicalgenome.org/kb/genes/HGNC:20626	CHARGE syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008965	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20626	Dosage Working Group	definitive evidence (08/23/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_26ae5799-567b-431b-b981-3bc2f8635802-2018-08-23T160000.000Z	Hearing Loss			
MONDO:0008974	LBR	HGNC:6518	https://search.clinicalgenome.org/kb/genes/HGNC:6518	Greenberg dysplasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008974		30 - Gene Associated with Autosomal Recessive Phenotype (02/23/2015)	0 - No Evidence for Haploinsufficiency (02/23/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6518	Dosage Working Group						
MONDO:0008975	COL11A2	HGNC:2187	https://search.clinicalgenome.org/kb/genes/HGNC:2187	otospondylomegaepiphyseal dysplasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0008975	Autosomal dominant inheritance | Autosomal recessive inheritance					definitive evidence (12/20/2018) | definitive evidence (12/20/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_177bddd8-0566-4f80-a9f1-679ca96a7c60-2018-12-20T170000.000Z | https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_27b13a91-0a04-4393-bf1c-4f8418154c9b-2018-12-20T170000.000Z	Hearing Loss | Hearing Loss			
MONDO:0008988	ASS1	HGNC:758	https://search.clinicalgenome.org/kb/genes/HGNC:758	citrullinemia type I	https://search.clinicalgenome.org/kb/conditions/MONDO:0008988	Autosomal recessive inheritance					definitive evidence (12/27/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5dc5ef32-81ca-478e-be42-436da3416e4d-2018-12-27T170000.000Z	Aminoacidopathy	Strong Actionability (10/26/2020)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1017	Pediatric Actionability Working Group
MONDO:0008999	VPS13B	HGNC:2183	https://search.clinicalgenome.org/kb/genes/HGNC:2183	Cohen syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0008999	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (06/26/2013)	0 - No Evidence for Haploinsufficiency (06/26/2013)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2183	Dosage Working Group	definitive evidence (11/13/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccfc68bc-9f00-4565-b2c7-70ad9f8e2002-2018-11-13T153457.342Z	Intellectual Disability and Autism			
MONDO:0009007	CNNM4	HGNC:105	https://search.clinicalgenome.org/kb/genes/HGNC:105	Jalili syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0009007	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:105	Dosage Working Group	definitive evidence (08/06/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e3cedd07-df9e-4838-8a6b-b24b2802f223-2021-08-06T154836.361Z	Retina			
MONDO:0009009	PLG	HGNC:9071	https://search.clinicalgenome.org/kb/genes/HGNC:9071	hypoplasminogenemia	https://search.clinicalgenome.org/kb/conditions/MONDO:0009009	Autosomal recessive inheritance					definitive evidence (10/23/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2c9320e7-9f02-4b54-beba-0ca781a442eb-2019-10-23T160000.000Z	Hemostasis Thrombosis			
MONDO:0009014	KERA	HGNC:6309	https://search.clinicalgenome.org/kb/genes/HGNC:6309	cornea plana 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0009014		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6309	Dosage Working Group						
MONDO:0009020	CHST6	HGNC:6938	https://search.clinicalgenome.org/kb/genes/HGNC:6938	macular corneal dystrophy	https://search.clinicalgenome.org/kb/conditions/MONDO:0009020		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6938	Dosage Working Group						
MONDO:0009026	BRAF	HGNC:1097	https://search.clinicalgenome.org/kb/genes/HGNC:1097	Costello syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0009026	Autosomal dominant inheritance	1 - Little Evidence for Haploinsufficiency (08/04/2014)	0 - No Evidence for Haploinsufficiency (08/04/2014)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1097	Dosage Working Group	disputing (07/24/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f229eceb-8f5e-4ecb-a484-7863b8dc7d19-2018-07-24T160000.000Z	RASopathy			
MONDO:0009058	CTH	HGNC:2501	https://search.clinicalgenome.org/kb/genes/HGNC:2501	cystathioninuria	https://search.clinicalgenome.org/kb/conditions/MONDO:0009058	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)	0 - No Evidence for Haploinsufficiency (08/22/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2501	Dosage Working Group	definitive evidence (06/14/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f5047f7-80ba-4b8f-8009-59d7130e63be-2019-06-14T160000.000Z	Aminoacidopathy			
MONDO:0009061	CFTR	HGNC:1884	https://search.clinicalgenome.org/kb/genes/HGNC:1884	cystic fibrosis	https://search.clinicalgenome.org/kb/conditions/MONDO:0009061		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1884	Dosage Working Group						
MONDO:0009064	CTNS	HGNC:2518	https://search.clinicalgenome.org/kb/genes/HGNC:2518	ocular cystinosis	https://search.clinicalgenome.org/kb/conditions/MONDO:0009064		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2012)	0 - No Evidence for Haploinsufficiency (08/22/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2518	Dosage Working Group				Moderate Actionability (11/27/2018)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC007	Pediatric Actionability Working Group
