"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"FKRP","HGNC:17997","https://search.clinicalgenome.org/kb/genes/HGNC:17997","muscular dystrophy-dystroglycanopathy","MONDO:0018276","https://search.clinicalgenome.org/kb/conditions/MONDO:0018276","Autosomal recessive inheritance","","","","","definitive evidence (08/11/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6cb46400-ca4b-48cd-aaf7-dd493f0d2971-2020-08-11T185912.538Z","Limb Girdle Muscular Dystrophy","","",""
"FKTN","HGNC:3622","https://search.clinicalgenome.org/kb/genes/HGNC:3622","muscular dystrophy-dystroglycanopathy","MONDO:0018276","https://search.clinicalgenome.org/kb/conditions/MONDO:0018276","Autosomal recessive inheritance","","","","","definitive evidence (07/01/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_54e23f1a-3b1b-49ef-aa02-6b46374b1546-2020-07-01T150411.449Z","Limb Girdle Muscular Dystrophy","","",""
"FLAD1","HGNC:24671","https://search.clinicalgenome.org/kb/genes/HGNC:24671","myopathy with abnormal lipid metabolism","MONDO:0009703","https://search.clinicalgenome.org/kb/conditions/MONDO:0009703","Autosomal recessive inheritance","","","","","definitive evidence (12/16/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_769764bf-09c5-4a7d-8501-5fcf154fcdda-2020-12-16T181902.981Z","Fatty Acid Oxidation Disorders","","",""
"FLCN","HGNC:27310","https://search.clinicalgenome.org/kb/genes/HGNC:27310","Birt-Hogg-Dube syndrome","MONDO:0007607","https://search.clinicalgenome.org/kb/conditions/MONDO:0007607","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (11/10/2016)","0 - No Evidence for Haploinsufficiency (11/10/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:27310","Dosage Working Group","definitive evidence (06/04/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c96620e8-f9c9-41a0-a979-31fb9928abb6-2018-06-04T191544.022Z","Hereditary Cancer","Assertion Pending (03/30/2016)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC041","Adult Actionability Working Group"
"FLG","HGNC:3748","https://search.clinicalgenome.org/kb/genes/HGNC:3748","inherited ichthyosis","MONDO:0015947","https://search.clinicalgenome.org/kb/conditions/MONDO:0015947","N/A","3 - Sufficient Evidence for Haploinsufficiency (02/26/2020)","0 - No Evidence for Haploinsufficiency (02/26/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3748","Dosage Working Group","","","","","",""
"FLI1","HGNC:3749","https://search.clinicalgenome.org/kb/genes/HGNC:3749","bleeding disorder, platelet-type, 21","MONDO:0054577","https://search.clinicalgenome.org/kb/conditions/MONDO:0054577","Autosomal dominant inheritance","","","","","moderate evidence (04/28/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dd0eaa15-3ee7-4db7-9920-c380757ece33-2021-04-28T160000.000Z","Hemostasis Thrombosis","","",""
"FLNA","HGNC:3754","https://search.clinicalgenome.org/kb/genes/HGNC:3754","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/02/2020)","0 - No Evidence for Haploinsufficiency (12/02/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3754","Dosage Working Group","limited evidence (12/22/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8274","Heritable Thoracic Aortic Aneurysm and Dissection","","",""
"FLNA","HGNC:3754","https://search.clinicalgenome.org/kb/genes/HGNC:3754","periventricular nodular heterotopia","MONDO:0020341","https://search.clinicalgenome.org/kb/conditions/MONDO:0020341","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/02/2020)","0 - No Evidence for Haploinsufficiency (12/02/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3754","Dosage Working Group","definitive evidence (12/27/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80bc6280-7c21-4168-8a98-93c31fead5d7-2020-12-27T231155.213Z","Intellectual Disability and Autism","","",""
"FLNA","HGNC:3754","https://search.clinicalgenome.org/kb/genes/HGNC:3754","heterotopia, periventricular, X-linked dominant","MONDO:0010233","https://search.clinicalgenome.org/kb/conditions/MONDO:0010233","N/A","3 - Sufficient Evidence for Haploinsufficiency (12/02/2020)","0 - No Evidence for Haploinsufficiency (12/02/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3754","Dosage Working Group","","","","","",""
"FLNC","HGNC:3756","https://search.clinicalgenome.org/kb/genes/HGNC:3756","myofibrillar myopathy 5","MONDO:0012289","https://search.clinicalgenome.org/kb/conditions/MONDO:0012289","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/13/2021)","0 - No Evidence for Haploinsufficiency (07/13/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3756","Dosage Working Group","definitive evidence (12/12/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10057","Hypertrophic Cardiomyopathy","Moderate Actionability (09/06/2018)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC155","Adult Actionability Working Group"
"FLNC","HGNC:3756","https://search.clinicalgenome.org/kb/genes/HGNC:3756","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/13/2021)","0 - No Evidence for Haploinsufficiency (07/13/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3756","Dosage Working Group","definitive evidence (11/06/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_edb5197f-05dc-42a4-a497-fff472985c6b-2020-11-06T170000.000Z","Dilated Cardiomyopathy","","",""
"FLNC","HGNC:3756","https://search.clinicalgenome.org/kb/genes/HGNC:3756","myofibrillar myopathy","MONDO:0018943","https://search.clinicalgenome.org/kb/conditions/MONDO:0018943","N/A","3 - Sufficient Evidence for Haploinsufficiency (07/13/2021)","0 - No Evidence for Haploinsufficiency (07/13/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3756","Dosage Working Group","","","","Moderate Actionability (09/06/2018)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC155","Adult Actionability Working Group"
"FLVCR1","HGNC:24682","https://search.clinicalgenome.org/kb/genes/HGNC:24682","FLVCR1-related retinopathy with or without ataxia","MONDO:0100449","https://search.clinicalgenome.org/kb/conditions/MONDO:0100449","Autosomal recessive inheritance","","","","","definitive evidence (08/05/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e53e1a9-b1b9-4617-be3a-012399a06ef6-2021-08-05T160000.000Z","Retina","","",""
"FLVCR2","HGNC:20105","https://search.clinicalgenome.org/kb/genes/HGNC:20105","Fowler syndrome","MONDO:0009168","https://search.clinicalgenome.org/kb/conditions/MONDO:0009168","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20105","Dosage Working Group","","","","","",""
"FMO3","HGNC:3771","https://search.clinicalgenome.org/kb/genes/HGNC:3771","trimethylaminuria","MONDO:0011182","https://search.clinicalgenome.org/kb/conditions/MONDO:0011182","Autosomal recessive inheritance","","","","","definitive evidence (08/14/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_18ed3960-c745-46f1-aecc-155e713d6ef5-2020-08-14T184718.502Z","Aminoacidopathy","","",""
"FMR1","HGNC:3775","https://search.clinicalgenome.org/kb/genes/HGNC:3775","fragile X syndrome","MONDO:0010383","https://search.clinicalgenome.org/kb/conditions/MONDO:0010383","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/16/2020)","0 - No Evidence for Haploinsufficiency (12/16/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3775","Dosage Working Group","definitive evidence (06/03/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e491d278-7123-434c-8de3-46e16afb4037-2019-06-03T160000.000Z","Intellectual Disability and Autism","","",""
"FNIP1","HGNC:29418","https://search.clinicalgenome.org/kb/genes/HGNC:29418","FNIP1-associated syndrome","MONDO:0100432","https://search.clinicalgenome.org/kb/conditions/MONDO:0100432","Autosomal recessive inheritance","","","","","strong evidence (12/06/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25c930ed-965b-47ae-b9c2-7157b06cb868-2021-12-06T131417.148Z","Antibody Deficiencies GCEP","","",""
"FOLR1","HGNC:3791","https://search.clinicalgenome.org/kb/genes/HGNC:3791","neurodegenerative syndrome due to cerebral folate transport deficiency","MONDO:0013110","https://search.clinicalgenome.org/kb/conditions/MONDO:0013110","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (06/25/2019)","0 - No Evidence for Haploinsufficiency (06/25/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3791","Dosage Working Group","definitive evidence (10/20/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_22c12588-dc55-4e90-827a-d7a6349e38a9-2017-10-20T160000.000Z","Intellectual Disability and Autism","Has Insufficient Evidence for Actionability Based on Early Rule-out (06/07/2021) | Has Insufficient Evidence for Actionability Based on Early Rule-out (06/07/2021)","https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1025 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1025","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FOXC1","HGNC:3800","https://search.clinicalgenome.org/kb/genes/HGNC:3800","anterior segment dysgenesis 3","MONDO:0024456","https://search.clinicalgenome.org/kb/conditions/MONDO:0024456","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/29/2020)","0 - No Evidence for Haploinsufficiency (07/29/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3800","Dosage Working Group","definitive evidence (12/15/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2271229-84ea-4aff-81b4-3428c173ed7b-2021-12-15T031246.818Z","Glaucoma and Neuro-Ophthalmology","","",""
"FOXC1","HGNC:3800","https://search.clinicalgenome.org/kb/genes/HGNC:3800","Axenfeld-Rieger syndrome type 3","MONDO:0011233","https://search.clinicalgenome.org/kb/conditions/MONDO:0011233","N/A","3 - Sufficient Evidence for Haploinsufficiency (07/29/2020)","0 - No Evidence for Haploinsufficiency (07/29/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3800","Dosage Working Group","","","","","",""
"FOXC2","HGNC:3801","https://search.clinicalgenome.org/kb/genes/HGNC:3801","lymphedema-distichiasis syndrome","MONDO:0007922","https://search.clinicalgenome.org/kb/conditions/MONDO:0007922","N/A","3 - Sufficient Evidence for Haploinsufficiency (11/26/2013)","0 - No Evidence for Haploinsufficiency (11/26/2013)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3801","Dosage Working Group","","","","","",""
"FOXE1","HGNC:3806","https://search.clinicalgenome.org/kb/genes/HGNC:3806","Bamforth-Lazarus syndrome","MONDO:0009437","https://search.clinicalgenome.org/kb/conditions/MONDO:0009437","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3806","Dosage Working Group","","","","","",""
"FOXE3","HGNC:3808","https://search.clinicalgenome.org/kb/genes/HGNC:3808","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (12/13/2017)","0 - No Evidence for Haploinsufficiency (12/13/2017)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3808","Dosage Working Group","moderate evidence (06/15/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8261","Heritable Thoracic Aortic Aneurysm and Dissection","","",""
"FOXF1","HGNC:3809","https://search.clinicalgenome.org/kb/genes/HGNC:3809","alveolar capillary dysplasia with misalignment of pulmonary veins","MONDO:0009934","https://search.clinicalgenome.org/kb/conditions/MONDO:0009934","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/20/2013)","0 - No Evidence for Haploinsufficiency (06/20/2013)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3809","Dosage Working Group","","","","","",""
"FOXG1","HGNC:3811","https://search.clinicalgenome.org/kb/genes/HGNC:3811","FOXG1 disorder","MONDO:0100040","https://search.clinicalgenome.org/kb/conditions/MONDO:0100040","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (03/09/2021)","0 - No Evidence for Haploinsufficiency (03/09/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3811","Dosage Working Group","definitive evidence (07/02/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f14c6c5-b051-4c94-b9c6-3b80771eed22-2018-07-02T140827.839Z","Rett and Angelman-like Disorders","","",""
"FOXI1","HGNC:3815","https://search.clinicalgenome.org/kb/genes/HGNC:3815","enlarged vestibular aqueduct syndrome","MONDO:0023069","https://search.clinicalgenome.org/kb/conditions/MONDO:0023069","Autosomal recessive inheritance","","","","","disputing (09/10/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3a6b8fa-01d1-4f32-a45e-9c9582e14280-2018-09-10T194701.454Z","Hearing Loss","","",""
"FOXJ1","HGNC:3816","https://search.clinicalgenome.org/kb/genes/HGNC:3816","ciliary dyskinesia, primary, 43","MONDO:0032874","https://search.clinicalgenome.org/kb/conditions/MONDO:0032874","Autosomal dominant inheritance","","","","","strong evidence (07/14/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_53a48f3c-42fc-4c60-becb-149019b1e4bf-2022-07-14T160000.000Z","Motile Ciliopathy","","",""
"FOXL2","HGNC:1092","https://search.clinicalgenome.org/kb/genes/HGNC:1092","blepharophimosis, ptosis, and epicanthus inversus syndrome","MONDO:0007201","https://search.clinicalgenome.org/kb/conditions/MONDO:0007201","N/A","3 - Sufficient Evidence for Haploinsufficiency (02/09/2021)","0 - No Evidence for Haploinsufficiency (02/09/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1092","Dosage Working Group","","","","","",""
"FOXN1","HGNC:12765","https://search.clinicalgenome.org/kb/genes/HGNC:12765","T-cell immunodeficiency, congenital alopecia, and nail dystrophy","MONDO:0011132","https://search.clinicalgenome.org/kb/conditions/MONDO:0011132","Semidominant inheritance","","","","","definitive evidence (11/05/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4518c986-fb1d-4f9a-a24a-ab38891a0162-2021-11-05T181626.460Z","SCID-CID","","",""
"FOXP1","HGNC:3823","https://search.clinicalgenome.org/kb/genes/HGNC:3823","intellectual disability-severe speech delay-mild dysmorphism syndrome","MONDO:0013352","https://search.clinicalgenome.org/kb/conditions/MONDO:0013352","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (01/22/2020)","0 - No Evidence for Haploinsufficiency (01/22/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3823","Dosage Working Group","definitive evidence (05/09/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db1c240c-7ffb-4a95-92ad-da9e8af2adc6-2019-05-09T162756.956Z","Intellectual Disability and Autism","","",""
"FOXP2","HGNC:13875","https://search.clinicalgenome.org/kb/genes/HGNC:13875","specific language disorder","MONDO:0016226","https://search.clinicalgenome.org/kb/conditions/MONDO:0016226","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/19/2012)","0 - No Evidence for Haploinsufficiency (09/19/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:13875","Dosage Working Group","definitive evidence (05/21/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b13348d1-1248-4507-aa29-60559e6b410e-2019-05-21T160000.000Z","Intellectual Disability and Autism","","",""
"FOXRED1","HGNC:26927","https://search.clinicalgenome.org/kb/genes/HGNC:26927","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Haploinsufficiency (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26927","Dosage Working Group","moderate evidence (10/16/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c74ba0cb-ccef-4a19-9fef-ef9996f72290-2019-10-16T143453.574Z","Mitochondrial Diseases","","",""
"FRMD7","HGNC:8079","https://search.clinicalgenome.org/kb/genes/HGNC:8079","nystagmus 1, congenital, X-linked","MONDO:0010693","https://search.clinicalgenome.org/kb/conditions/MONDO:0010693","N/A","3 - Sufficient Evidence for Haploinsufficiency (04/09/2020)","0 - No Evidence for Haploinsufficiency (04/09/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8079","Dosage Working Group","","","","","",""
