drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus,drug_name_lower
Betamethasone,DB00443,Inflammatory Bowel Diseases,C0021390,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Cerebral Edema,C0006114,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Serum Sickness,C0036830,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Hodgkin Disease,C0019829,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Congenital adrenal hyperplasia,C0001627,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Bursitis,C0006444,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Asthma,C0004096,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Erythema Multiforme,C0014742,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Dermatologic disorders,C0037274,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Angioedema,C0002994,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Crohn Disease,C0010346,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Status Asthmaticus,C0038218,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Adrenal cortical hypofunction,C0405580,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Acquired thrombocytopenia,C0154301,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Lymphoma, Follicular",C0024301,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Humoral hypercalcemia of malignancy (disorder),C0149911,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Tendinitis,C0039503,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Exfoliative dermatitis,C0011606,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Synovitis,C0039103,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Laryngeal Edema,C0023052,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Cooley's anemia,C0002875,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Scalp psoriasis,C0406326,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Tinea Pedis,C0040259,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Pemphigus,C0030807,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Contact Dermatitis,C0011616,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Mycosis Fungoides,C0026948,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Autoimmune Diseases,C0004364,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Multiple Sclerosis,C0026769,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Simple Pulmonary Eosinophilia,C0242459,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Epicondylitis,C0014488,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Trichinellosis,C0040896,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Autoimmune hemolytic anemia,C0002880,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Acute lymphocytic leukemia,C0023449,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Addisonian crisis,C0151467,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Pruritus Ani,C0033775,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Tuberculosis, Miliary",C0041321,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Scalp Dermatoses,C0036271,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Addison Disease,C0001403,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Arthritis, Psoriatic",C0003872,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Tinea cruris,C1384589,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Rheumatic Heart Disease,C0035439,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Anemia, Diamond-Blackfan",C1260899,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Aspiration pneumonitis,C1761609,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Psoriasis,C0033860,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Dermatitis Herpetiformis,C0011608,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Post traumatic osteoarthritis,C2894027,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Arthritis, Gouty",C0003868,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Granuloma Annulare,C0085074,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Berylliosis,C0005138,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Ankylosing spondylitis,C0038013,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Adrenogenital disorder,C0701163,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Musculoskeletal Diseases,C0026857,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Thyroiditis,C0040147,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Exanthema,C0015230,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Tenosynovitis,C0039520,NA,Approved,NA,NA,betamethasone
Betamethasone,DB00443,Pruritus of genital organs,C0033777,NA,Approved,NA,NA,betamethasone
Teniposide,DB00444,Acute lymphocytic leukemia,C0023449,NA,Approved,NA,NA,teniposide
Epirubicin,DB00445,Breast Carcinoma,C0678222,NA,Approved,NA,NA,epirubicin
Chloramphenicol,DB00446,Meningococcal meningitis,C0025294,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Streptococcal meningitis,C0154639,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Rickettsia Infections,C0035585,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Boutonneuse Fever,C0006060,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Typhoid Fever,C0041466,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Otitis Externa,C0029878,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Paratyphoid Fever,C0030528,NA,Approved,NA,NA,chloramphenicol
Chloramphenicol,DB00446,Salmonella infections,C0036117,NA,Approved,NA,NA,chloramphenicol
Lansoprazole,DB00448,Duodenal Ulcer,C0013295,NA,Approved,NA,NA,lansoprazole
Lansoprazole,DB00448,Gastric ulcer,C0038358,NA,Approved,NA,NA,lansoprazole
Lansoprazole,DB00448,Zollinger-Ellison syndrome,C0043515,NA,Approved,NA,NA,lansoprazole
Lansoprazole,DB00448,Erosive esophagitis,C0267055,NA,Approved,NA,NA,lansoprazole
Lansoprazole,DB00448,Gastroesophageal reflux disease,C0017168,NA,Approved,NA,NA,lansoprazole
Lansoprazole,DB00448,Peptic Ulcer,C0030920,NA,Approved,NA,NA,lansoprazole
Dipivefrin,DB00449,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA,dipivefrin
Levothyroxine,DB00451,Myxedema,C0027145,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Malignant neoplasm of thyroid,C0007115,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Hyperlipidemia,C0020473,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Congenital Hypothyroidism,C0010308,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Hypothyroidism,C0020676,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Hashimoto Disease,C0677607,NA,Approved,NA,NA,levothyroxine
Levothyroxine,DB00451,Goiter,C0018021,NA,Approved,NA,NA,levothyroxine
Pethidine,DB00454,Severe pain,C0278140,NA,Approved,NA,NA,pethidine
Pethidine,DB00454,Pain,C0030193,NA,Approved,NA,NA,pethidine
Pethidine,DB00454,Labor Pain,C0474368,NA,Approved,NA,NA,pethidine
Loratadine,DB00455,Sneezing,C0037383,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Rhinorrhea,C1260880,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Hay fever,C0018621,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Nasal congestion (finding),C0027424,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Common Cold,C0009443,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA,loratadine
Loratadine,DB00455,Chronic idiopathic urticaria,C0578870,NA,Approved,NA,NA,loratadine
Cefalotin,DB00456,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Infection of bone,C2242472,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Female genital tract infection,C1263758,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Genitourinary tract infection,C1279247,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Pneumonia,C0032285,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Urinary tract infection,C0042029,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Lower respiratory tract infection,C0149725,NA,Approved,NA,NA,cefalotin
Cefalotin,DB00456,Bacterial sepsis,C0684256,NA,Approved,NA,NA,cefalotin
Prazosin,DB00457,Hypertensive disease,C0020538,NA,Approved,NA,NA,prazosin
Imipramine,DB00458,Depressive disorder,C0011581,NA,Approved,NA,NA,imipramine
Imipramine,DB00458,Bedwetting,C0270327,NA,Approved,NA,NA,imipramine
Acitretin,DB00459,Psoriasis,C0033860,NA,Approved,NA,NA,acitretin
Verteporfin,DB00460,Choroidal retinal neovascularization,C0271066,NA,Approved,NA,NA,verteporfin
Verteporfin,DB00460,Choroidal Neovascularization,C0600518,NA,Approved,NA,NA,verteporfin
Verteporfin,DB00460,Ocular histoplasmosis syndrome,C1562543,NA,Approved,NA,NA,verteporfin
Verteporfin,DB00460,Exudative age-related macular degeneration,C0271084,NA,Approved,NA,NA,verteporfin
Nabumetone,DB00461,Degenerative polyarthritis,C0029408,NA,Approved,NA,NA,nabumetone
Nabumetone,DB00461,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA,nabumetone
Methylscopolamine bromide,DB00462,Coughing,C0010200,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Peptic Ulcer,C0030920,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Nasal congestion (finding),C0027424,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Common Cold,C0009443,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Rhinorrhea,C1260880,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Irritable Bowel Syndrome,C0022104,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA,methylscopolamine bromide
Methylscopolamine bromide,DB00462,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA,methylscopolamine bromide
Sodium Tetradecyl Sulfate,DB00464,Varicosity,C0042345,NA,Approved,NA,NA,sodium tetradecyl sulfate
Ketorolac,DB00465,Acute postoperative pain,C2215257,NA,Approved,NA,NA,ketorolac
Ketorolac,DB00465,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA,ketorolac
Ketorolac,DB00465,Severe pain,C0278140,NA,Approved,NA,NA,ketorolac
Enoxacin,DB00467,Acute gonococcal cervicitis,C0153195,NA,Approved,NA,NA,enoxacin
Enoxacin,DB00467,Gonorrhea,C0018081,NA,Approved,NA,NA,enoxacin
Enoxacin,DB00467,Acute gonococcal urethritis,C0275652,NA,Approved,NA,NA,enoxacin
Enoxacin,DB00467,Gonorrhea of rectum,C0275665,NA,Approved,NA,NA,enoxacin
Enoxacin,DB00467,Gonorrhea of pharynx,C0149966,NA,Approved,NA,NA,enoxacin
Enoxacin,DB00467,Urinary tract infection,C0042029,NA,Approved,NA,NA,enoxacin
Quinine,DB00468,"Malaria, Falciparum",C0024535,NA,Approved,NA,NA,quinine
Tenoxicam,DB00469,Arthritis,C0003864,NA,Approved,NA,NA,tenoxicam
Montelukast,DB00471,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA,montelukast
Montelukast,DB00471,Allergic asthma,C0155877,NA,Approved,NA,NA,montelukast
Montelukast,DB00471,Intrinsic asthma,C0155880,NA,Approved,NA,NA,montelukast
Fluoxetine,DB00472,Depressive disorder,C0011581,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,Bulimia Nervosa,C2267227,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,Obsessive-Compulsive Disorder,C0028768,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,Major Depressive Disorder,C1269683,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,Premenstrual Dysphoric Disorder,C0520676,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,Panic Disorder,C0030319,NA,Approved,NA,NA,fluoxetine
Fluoxetine,DB00472,"Depression, Bipolar",C0005587,NA,Approved,NA,NA,fluoxetine
Chlordiazepoxide,DB00475,Anxiety,C0003467,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Severe anxiety (panic),C0231403,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Alcohol Withdrawal Delirium,C0001957,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Peptic Ulcer,C0030920,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Irritable Bowel Syndrome,C0022104,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Mixed anxiety and depressive disorder,C0338908,NA,Approved,NA,NA,chlordiazepoxide
Chlordiazepoxide,DB00475,Alcohol withdrawal syndrome,C0236663,NA,Approved,NA,NA,chlordiazepoxide
Duloxetine,DB00476,Generalized Anxiety Disorder,C0270549,NA,Approved,NA,NA,duloxetine
Duloxetine,DB00476,Diabetic peripheral neuropathy,C0740447,NA,Approved,NA,NA,duloxetine
Duloxetine,DB00476,MUSCULOSKELETAL PAIN CHRONIC,C0746683,NA,Approved,NA,NA,duloxetine
Duloxetine,DB00476,Fibromyalgia,C0016053,NA,Approved,NA,NA,duloxetine
Duloxetine,DB00476,Major Depressive Disorder,C1269683,NA,Approved,NA,NA,duloxetine
Duloxetine,DB00476,Female stress incontinence,C0038437,NA,Approved,NA,NA,duloxetine
Chlorpromazine,DB00477,Schizophrenia,C0036341,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,"Bipolar affective disorder, current episode manic",C0338873,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,Nausea and vomiting,C0027498,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,Acute intermittent porphyria,C0162565,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,Intractable hiccups,C0744896,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,Psychotic Disorders,C0033975,NA,Approved,NA,NA,chlorpromazine
Chlorpromazine,DB00477,Disruptive Behavior Disorder,C0012734,NA,Approved,NA,NA,chlorpromazine
Rimantadine,DB00478,Influenza due to Influenza A virus,C2711180,NA,Approved,NA,NA,rimantadine
Amikacin,DB00479,Enterobacteriaceae Infections,C0014347,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Diverticulitis of gastrointestinal tract,C0349774,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Infection due to Pseudomonas aeruginosa,C0276075,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Proteus septicemia,C0577690,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Neonatal pneumonia,C0339968,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Klebsiella sepsis,C0745528,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Nosocomial pneumonia,C0949083,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Bacterial infection due to Klebsiella pneumoniae,C0343402,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Infection of bone,C2242472,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Pseudomonas aeruginosa meningitis,C3665869,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Neonatal meningitis,C0456107,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,"Pneumonia, Bacterial",C0004626,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Rhinoscleroma,C0035468,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Cholangitis,C0008311,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Staphylococcal bacteraemia,C0152965,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Osteomyelitis,C0029443,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Intraabdominal Infections,C1112209,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Sepsis due to Pseudomonas,C2887096,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Meningitis due to Klebsiella mobilis,C1719906,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Pneumonia due to Escherichia coli,C0276089,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Staphylococcal meningitis,C0154640,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Serratia Infections,C0085394,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Escherichia coli Infections,C0014836,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Sepsis due to Gram negative bacteria,C3163829,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Proteus pneumonia,C1260917,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Proteus meningitis,C0338396,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,"Meningitis, Escherichia coli",C0338395,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Serratia sepsis,C0152973,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Sepsis of the newborn,C0456103,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Bacterial meningitis due to Gram-negative bacteria,C0854215,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Pneumonia due to Gram negative bacteria,C0854248,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Enterobacter pneumonia,C1096258,NA,Approved,NA,NA,amikacin
Amikacin,DB00479,Bacterial sepsis,C0684256,NA,Approved,NA,NA,amikacin
Lenalidomide,DB00480,Multiple Myeloma,C0026764,NA,Approved,NA,NA,lenalidomide
Lenalidomide,DB00480,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,NA,Approved,NA,NA,lenalidomide
Raloxifene,DB00481,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA,raloxifene
Celecoxib,DB00482,Acute postoperative pain,C2215257,NA,Approved,NA,NA,celecoxib
Celecoxib,DB00482,Dysmenorrhea,C0013390,NA,Approved,NA,NA,celecoxib
Celecoxib,DB00482,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA,celecoxib
Celecoxib,DB00482,Ankylosing spondylitis,C0038013,NA,Approved,NA,NA,celecoxib
Celecoxib,DB00482,Degenerative polyarthritis,C0029408,NA,Approved,NA,NA,celecoxib
Brimonidine,DB00484,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA,brimonidine
Brimonidine,DB00484,Ocular Hypertension,C0028840,NA,Approved,NA,NA,brimonidine
Dicloxacillin,DB00485,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA,dicloxacillin
Dicloxacillin,DB00485,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA,dicloxacillin
Dicloxacillin,DB00485,Staphylococcus aureus infection,C1318973,NA,Approved,NA,NA,dicloxacillin
Altretamine,DB00488,Malignant neoplasm of ovary,C1140680,NA,Approved,NA,NA,altretamine
Buspirone,DB00490,Generalized Anxiety Disorder,C0270549,NA,Approved,NA,NA,buspirone
Miglitol,DB00491,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA,miglitol
Fosinopril,DB00492,Chronic heart failure,C0264716,NA,Approved,NA,NA,fosinopril
Fosinopril,DB00492,Hypertensive disease,C0020538,NA,Approved,NA,NA,fosinopril
Cefotaxime,DB00493,Sepsis due to Staphylococcus aureus,C2887088,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Ophthalmia Neonatorum,C0029076,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Neonatal meningitis,C0456107,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Streptococcal meningitis,C0154639,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Infection of bone,C2242472,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Intraabdominal Infections,C1112209,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Haemophilus influenzae type b infection,C2028293,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Haemophilus influenzae pneumonia,C0276026,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Pneumonia due to Pseudomonas,C0155860,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Proteus urinary tract infection,C0577709,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Klebsiella cystitis,C0520775,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Infection of skin AND/OR subcutaneous tissue,C0178299,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Serratia sepsis,C0152973,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Sepsis of the newborn,C0456103,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,"Meningitis, Bacterial",C0085437,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Serratia Infections,C0085394,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Bacterial urinary infection,C0729524,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Escherichia coli septicemia,C0276088,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Haemophilus parainfluenzae pneumonia,C0877633,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Female genital tract infection,C1263758,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Peritonitis,C0031154,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Staphylococcal Pneumonia,C0032308,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Bacterial sepsis,C0684256,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Proteus pneumonia,C1260917,NA,Approved,NA,NA,cefotaxime
Cefotaxime,DB00493,Meningitis due to Klebsiella mobilis,C1719906,NA,Approved,NA,NA,cefotaxime
